/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19193	Jakaya Mrisho Kikwete	is	the 4th and current President of the United Republic of Tanzania	0	3	3	4	4	15	0.9999999999665454	Jakaya Mrisho Kikwete is the 4th and current President of the United Republic of Tanzania .	NNP NNP NNP VBZ DT JJ CC JJ NNP IN DT NNP NNP IN NNP .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	jakaya mrisho kikwete	be	the 4th and current president of the united republic of tanzania
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19204	He	retired from	the military	0	1	1	3	3	5	0.33581513542863184	He retired from the military as a lieutenant-colonel when political pluralism was reintroduced to Tanzania in 1992 when he chose to become a full time politician .	PRP VBD IN DT JJ IN DT NN WRB JJ NN VBD VBN TO NNP IN CD WRB PRP VBD TO VB DT JJ NN NN .	B-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP B-ADVP B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP B-ADVP B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP O	he	retire from	the military
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19204	political pluralism	was reintroduced to	Tanzania	9	11	11	14	14	15	0.9629131310991331	He retired from the military as a lieutenant-colonel when political pluralism was reintroduced to Tanzania in 1992 when he chose to become a full time politician .	PRP VBD IN DT JJ IN DT NN WRB JJ NN VBD VBN TO NNP IN CD WRB PRP VBD TO VB DT JJ NN NN .	B-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP B-ADVP B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP B-ADVP B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP O	political pluralism	reintroduce to	tanzania
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19204	he	chose to become	a full time politician	18	19	19	22	22	26	0.03775618755043151	He retired from the military as a lieutenant-colonel when political pluralism was reintroduced to Tanzania in 1992 when he chose to become a full time politician .	PRP VBD IN DT JJ IN DT NN WRB JJ NN VBD VBN TO NNP IN CD WRB PRP VBD TO VB DT JJ NN NN .	B-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP B-ADVP B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP B-ADVP B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP O	he	choose to become	a full time politician
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19205	he	was permitted to be both in	the military and political leadership	4	5	5	11	11	16	0.11181469116410807	Prior to that , he was permitted to be both in the military and political leadership .	RB TO DT , PRP VBD VBN TO VB DT IN DT JJ CC JJ NN .	B-ADVP B-PP B-NP O B-NP B-VP I-VP I-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	he	permit to be in	the military and political leadership
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19206	he	was overwhelmingly elected by	the party national congress	11	12	12	16	16	20	0.07212467944726364	In party politics , Kikwete started shining in 1982 , when he was overwhelmingly elected by the party national congress to be a Member of the National Executive Committee , the highest policy and decision-making body of the party .	IN NN NNS , NNP VBD VBG IN CD , WRB PRP VBD RB VBN IN DT NN JJ NN TO VB DT NNP IN DT NNP NNP NNP , DT JJS NN CC JJ NN IN DT NN .	B-PP B-NP I-NP O B-NP B-VP I-VP B-PP B-NP O B-ADVP B-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	elect by	the party national congress
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19207	He	has been re-elected	every five years	0	1	1	4	4	7	0.3100556629001813	He has been re-elected every five years since .	PRP VBZ VBN VBN DT CD NNS IN .	B-NP B-VP I-VP I-VP B-NP I-NP I-NP B-SBAR O	he	re-elected	every # years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19208	he	was elected a member of	the party 's powerful 31-member Central Committee	5	6	6	11	11	18	0.552274918098675	Also , in 1997 , he was elected a member of the party 's powerful 31-member Central Committee .	RB , IN CD , PRP VBD VBN DT NN IN DT NN POS JJ NNP NNP NNP .	B-ADVP O B-PP B-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	elect member of	the party 's powerful 31-member central committee
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19209	He	is still a member of	the Central Committee	0	1	1	6	6	9	0.5261700423886332	He is still a member of the Central Committee since he was reelected in 2002 for another term of 5 years .	PRP VBZ RB DT NN IN DT NNP NNP IN PRP VBD VBN IN CD IN DT NN IN CD NNS .	B-NP B-VP B-ADVP B-NP I-NP I-NP I-NP I-NP I-NP B-SBAR B-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	he	be member of	the central committee
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19209	he	was reelected in	2002	10	11	11	14	14	15	0.4229309601615317	He is still a member of the Central Committee since he was reelected in 2002 for another term of 5 years .	PRP VBZ RB DT NN IN DT NNP NNP IN PRP VBD VBN IN CD IN DT NN IN CD NNS .	B-NP B-VP B-ADVP B-NP I-NP I-NP I-NP I-NP I-NP B-SBAR B-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	he	reelect in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19210	Kikwete	moved from	one position	5	6	6	8	8	10	0.22997815003305339	As a party cadre , Kikwete moved from one position to another in the party ranks and from one location to another in the service of the party .	IN DT NN NN , NNP VBD IN CD NN TO DT IN DT NN NNS CC IN CD NN TO DT IN DT NN IN DT NN .	B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP O B-SBAR B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	kikwete	move from	# position
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19211	the Zanzibar’s Afro-Shirazi Party	merged to form	CCM	3	7	7	10	10	11	0.6127273276653078	When TANU and the Zanzibar’s Afro-Shirazi Party merged to form CCM in 1977 , Kikwete was moved to Zanzibar and assigned the task of setting-up the new party’s organisation and administration in the Islands .	WRB NNP CC DT NNP NNP NNP VBD TO VB NNP IN CD , NNP VBD VBN TO NNP CC VBN DT NN IN NN DT JJ NN NN CC NN IN DT NNP .	B-ADVP B-NP O B-NP I-NP I-NP I-NP B-VP I-VP I-VP B-NP B-PP B-NP O B-NP B-VP I-VP B-PP B-NP O B-VP B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O	the zanzibar⊙s afro-shirazi party	merge to form	ccm
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19211	Kikwete	was moved to	Zanzibar	14	15	15	18	18	19	0.9831769068629652	When TANU and the Zanzibar’s Afro-Shirazi Party merged to form CCM in 1977 , Kikwete was moved to Zanzibar and assigned the task of setting-up the new party’s organisation and administration in the Islands .	WRB NNP CC DT NNP NNP NNP VBD TO VB NNP IN CD , NNP VBD VBN TO NNP CC VBN DT NN IN NN DT JJ NN NN CC NN IN DT NNP .	B-ADVP B-NP O B-NP I-NP I-NP I-NP B-VP I-VP I-VP B-NP B-PP B-NP O B-NP B-VP I-VP B-PP B-NP O B-VP B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O	kikwete	move to	zanzibar
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19212	he	was moved to	the headquarters	3	4	4	7	7	9	0.5414444473017913	In 1980 , he was moved to the headquarters as administrator of the Dar es Salaam Head Office and Head of the Defence and Security Department before moving again up-country to the regional and district party offices in Tabora Region in the country 's southern regions of Lindi and Mtwara respectively .	IN CD , PRP VBD VBN TO DT NN IN NN IN DT NNP NNS NNP NNP NNP CC NNP IN DT NNP CC NNP NNP IN VBG RB JJ TO DT JJ CC NN NN NNS IN NNP NNP IN DT NN POS JJ NNS IN NNP CC NNP RB .	B-PP B-NP O B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-VP B-ADVP I-ADVP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-ADVP O	he	move to	the headquarters
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19213	Kikwete	throve in	the military and grassroots party political organisation	0	1	1	3	3	10	0.8484940436717076	Kikwete throve in the military and grassroots party political organisation , mobilisation and administration until 1988 when he was appointed to join the Central Government .	NNP VBD IN DT JJ CC VBG NN JJ NN , NN CC NN IN CD WRB PRP VBD VBN TO VB DT NNP NNP .	B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-PP B-NP B-ADVP B-NP B-VP I-VP I-VP I-VP B-NP I-NP I-NP O	kikwete	thrive in	the military and grassroots party political organisation
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19214	President Ally Hassan Mwinyi	appointed	him	0	4	4	5	5	6	0.2670213943677049	President Ally Hassan Mwinyi appointed him Member of Parliament and , simultaneously , Deputy Minister for Energy and Minerals on November 7 , 1988 .	NNP NNP NNP NNP VBD PRP NNP IN NNP CC , RB , NNP NNP IN NNP CC NNPS IN NNP CD , CD .	B-NP I-NP I-NP I-NP B-VP B-NP B-NP I-NP I-NP O O B-ADVP O B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	president ally hassan mwinyi	appoint	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19215	he	was promoted to	full Minister responsible	3	4	4	7	7	10	0.7950070901687876	In 1990 , he was promoted to full Minister responsible for the Ministry of Water , Energy and Minerals .	IN CD , PRP VBD VBN TO JJ NNP JJ IN DT NNP IN NNP , NNP CC NNPS .	B-PP B-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	promote to	full minister responsible
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19216	he	successfully contested for	a parliamentary seat	5	6	6	9	9	12	0.2814229640528262	Later the same year , he successfully contested for a parliamentary seat in his home constituency of Bagamoyo .	RB DT JJ NN , PRP RB VBD IN DT JJ NN IN PRP$ NN NN IN NNP .	B-ADVP B-NP I-NP I-NP O B-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O	he	contest for	a parliamentary seat
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19217	He	was reappointed	Minister	0	1	1	3	3	4	0.6546559723936939	He was reappointed Minister for Water , Energy and Minerals in the government formed after the elections .	PRP VBD VBN NNP IN NNP , NNP CC NNPS IN DT NN VBD IN DT NNS .	B-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP B-VP B-PP B-NP I-NP O	he	reappoint	minister
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19217	the government	formed after	the elections	11	13	13	15	15	17	0.6965165559831669	He was reappointed Minister for Water , Energy and Minerals in the government formed after the elections .	PRP VBD VBN NNP IN NNP , NNP CC NNPS IN DT NN VBD IN DT NNS .	B-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP B-VP B-PP B-NP I-NP O	the government	form after	the elections
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19218	he	became one of	the youngest Finance Ministers	6	7	7	10	10	14	0.43493240168251435	In 1994 , at 44 , he became one of the youngest Finance Ministers in the history of Tanzania .	IN CD , IN CD , PRP VBD CD IN DT JJS NNP NNP IN DT NN IN NNP .	B-PP B-NP O B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	he	become one of	the youngest finance ministers
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19219	he	established	discipline	4	5	5	6	6	7	0.2279169028070635	At the Treasury , he established discipline in public finance management and accountability and , until today , he is still remembered for establishing cash budget system and revamping of revenue collection structures , methods and institutions , including preparations for the formation and eventual establishment of the Tanzania Revenue Authority .	IN DT NNP , PRP VBD NN IN JJ NN NN CC NN CC , IN NN , PRP VBZ RB VBN IN VBG NN NN NN CC VBG IN NN NN NNS , NNS CC NNS , VBG NNS IN DT NN CC JJ NN IN DT NNP NNP NNP .	B-PP B-NP I-NP O B-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O O B-PP B-NP O B-NP B-VP I-VP I-VP B-PP B-VP B-NP I-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	establish	discipline
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19220	he	became Minister of	Foreign Affairs and International Cooperation	4	5	5	8	8	13	0.6156201844381445	In December 1995 , he became Minister of Foreign Affairs and International Cooperation , being appointed by President Benjamin William Mkapaa of the third phase government .	IN NNP CD , PRP VBD NNP IN NNP NNP CC NNP NNP , VBG VBN IN NNP NNP NNP NNP IN DT JJ NN NN .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	become minister of	foreign affairs and international cooperation
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19221	He	held this post for	ten years	0	1	1	5	5	7	0.8173564950722907	He held this post for ten years , until he was elected President of the United Republic of Tanzania in December 2005 , hence becoming the country 's longest serving foreign minister .	PRP VBD DT NN IN CD NNS , IN PRP VBD VBN NNP IN DT NNP NNP IN NNP IN NNP CD , RB VBG DT NN POS JJS VBG JJ NN .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP O B-SBAR B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-ADVP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	hold post for	# years
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19221	he	was elected President of	the United Republic of Tanzania	9	10	10	14	14	19	0.5420352000577656	He held this post for ten years , until he was elected President of the United Republic of Tanzania in December 2005 , hence becoming the country 's longest serving foreign minister .	PRP VBD DT NN IN CD NNS , IN PRP VBD VBN NNP IN DT NNP NNP IN NNP IN NNP CD , RB VBG DT NN POS JJS VBG JJ NN .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP O B-SBAR B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-ADVP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	elect president of	the united republic of tanzania
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19222	Tanzania	played a significant role in bringing about	peace	10	11	11	18	18	19	0.950524044740602	During his tenure in the Ministry of Foreign Affairs , Tanzania played a significant role in bringing about peace in the Great Lakes region , particularly in Burundi and the Democratic Republic of Congo .	IN PRP$ NN IN DT NNP IN NNP NNP , NNP VBD DT JJ NN IN VBG IN NN IN DT NNP NNP NN , RB IN NNP CC DT JJ NNP IN NNP .	B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP B-PP B-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP O B-ADVP B-PP B-NP O B-NP I-NP I-NP I-NP I-NP O	tanzania	play role in bring about	peace
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19223	Kikwete	was also deeply involved in	the process	0	1	1	6	6	8	0.9224492382837745	Kikwete was also deeply involved in the process of rebuilding regional integration in East Africa .	NNP VBD RB RB VBN IN DT NN IN VBG JJ NN IN NNP NNP .	B-NP B-VP I-VP I-VP I-VP B-PP B-NP I-NP B-PP B-VP B-NP I-NP B-PP B-NP I-NP O	kikwete	involve in	the process
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19224	he	was involved in	a delicate process	5	6	6	9	9	12	0.35235706328371097	Specifically , several times , he was involved in a delicate process of establishing a Customs Union between the three countries of the East African Community , where , for quite some time , he was a Chairman of East Africa Community’s Council of Ministers .	RB , JJ NNS , PRP VBD VBN IN DT JJ NN IN VBG DT NNP NNP IN DT CD NNS IN DT NNP NNP NNP , WRB , IN RB DT NN , PRP VBD DT NNP IN NNP NNP NNP NNP IN NNP .	B-ADVP O B-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP B-PP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-ADVP O B-PP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	involve in	a delicate process
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19224	he	was a Chairman of	East Africa Community’s Council of Ministers	34	35	35	39	39	45	0.5193689834555879	Specifically , several times , he was involved in a delicate process of establishing a Customs Union between the three countries of the East African Community , where , for quite some time , he was a Chairman of East Africa Community’s Council of Ministers .	RB , JJ NNS , PRP VBD VBN IN DT JJ NN IN VBG DT NNP NNP IN DT CD NNS IN DT NNP NNP NNP , WRB , IN RB DT NN , PRP VBD DT NNP IN NNP NNP NNP NNP IN NNP .	B-ADVP O B-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP B-PP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-ADVP O B-PP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	be chairman of	east africa community⊙s council of ministers
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19225	President Mkapa	described	him	16	18	18	19	19	20	0.043097925295616485	Introducing candidate Kikwete at a campaign rally in Dar es Salaam on 21 August 2005 , President Mkapa described him as a super-diplomat , in recognition of his role in the search for peace in neighboring Burundi and the Democratic Republic of Congo .	NNP NN NNP IN DT NN NN IN NNP NNS NNP IN CD NNP CD , NNP NNP VBD PRP IN DT NN , IN NN IN PRP$ NN IN DT NN IN NN IN VBG NNP CC DT JJ NNP IN NNP .	B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP B-VP B-NP B-PP B-NP I-NP O B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP B-PP B-VP B-NP O B-NP I-NP I-NP I-NP I-NP O	president mkapa	describe	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakaya Kikwete.txt	19226	Kikwete	also participated in	the initiation	0	1	1	4	4	6	0.8797477812638694	Kikwete also participated in the initiation , and became a Co-Chair , of the Helsinki Process on Globalisation and Democracy .	NNP RB VBD IN DT NN , CC VBD DT NNP , IN DT NNP NNP IN NNP CC NNP .	B-NP B-ADVP B-VP B-PP B-NP I-NP O O B-VP B-NP I-NP O B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	kikwete	participate in	the initiation
