/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6870	Augustin Thierry	was	a French historian	0	2	2	3	3	6	0.9999999999144422	Augustin Thierry was a French historian .	NNP NNP VBD DT JJ NN .	B-NP I-NP B-VP B-NP I-NP I-NP O	augustin thierry	be	a french historian
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6875	Thierry	turned to	history	27	28	28	30	30	31	0.8402394003102499	He became Saint-Simon 's secretary and "adopted son " ; but while most of Saint-Simon 's followers applied his theories to present-day matters of political economy , Thierry turned to history instead .	PRP VBD NNP POS NN CC VBD NN '' : CC IN JJS IN NNP POS NNS VBD PRP$ NNS TO JJ NNS IN JJ NN , NNP VBD TO NN RB .	B-NP B-VP B-NP I-NP I-NP O B-VP B-NP O O O B-ADVP I-ADVP B-PP B-NP I-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-PP B-NP B-ADVP O	thierry	turn to	history
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6876	Thierry	was also inspired by	Romantic literature	0	1	1	5	5	7	0.9633043775627884	Thierry was also inspired by Romantic literature , such as Chateaubriand 's Les Martyrs , and Walter Scott 's novels .	NN VBD RB VBN IN JJ NN , JJ IN NNP POS NNP NNP , CC NNP NNP POS NNS .	B-NP B-VP I-VP I-VP B-PP B-NP I-NP O B-PP I-PP B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O	thierry	inspire by	romantic literature
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6877	Thierry	did not actually write	romances	1	2	2	6	6	7	0.1948592791829123	Though Thierry did not actually write romances , his conception of history recognized the dramatic element .	IN NNP VBD RB RB VB NNS , PRP$ NN IN NN VBD DT JJ NN .	B-SBAR B-NP B-VP I-VP I-VP I-VP B-NP O B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP O	thierry	write	romances
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6877	his conception of history	recognized	the dramatic element	8	12	12	13	13	16	0.09137014021893079	Though Thierry did not actually write romances , his conception of history recognized the dramatic element .	IN NNP VBD RB RB VB NNS , PRP$ NN IN NN VBD DT JJ NN .	B-SBAR B-NP B-VP I-VP I-VP I-VP B-NP O B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP O	his conception of history	recognize	the dramatic element
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6878	the gradual ascent of the nations	are set forth in	the articles	19	25	32	36	36	38	0.5186267054692704	Thierry 's main ideas on the Germanic invasions , the Norman Conquest , the formation of the Communes , the gradual ascent of the nations towards free government and parliamentary institutions , are set forth in the articles he contributed to the Censeur européen .	NNP POS JJ NNS IN DT NNP NNS , DT NNP NNP , DT NN IN DT NNP , DT JJ NN IN DT NNS IN JJ NN CC JJ NNS , VBP VBN RB IN DT NNS PRP VBD TO DT NNP NN .	B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-VP I-VP B-ADVP B-PP B-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP O	the gradual ascent of the nations	set in	the articles
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6878	he	contributed to	the Censeur européen	38	39	39	41	41	44	0.310142141370835	Thierry 's main ideas on the Germanic invasions , the Norman Conquest , the formation of the Communes , the gradual ascent of the nations towards free government and parliamentary institutions , are set forth in the articles he contributed to the Censeur européen .	NNP POS JJ NNS IN DT NNP NNS , DT NNP NNP , DT NN IN DT NNP , DT JJ NN IN DT NNS IN JJ NN CC JJ NNS , VBP VBN RB IN DT NNS PRP VBD TO DT NNP NN .	B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-VP I-VP B-ADVP B-PP B-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP O	he	contribute to	the censeur européen
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6879	he	learned to use	primary sources	4	5	5	8	8	10	0.020254874910524984	From Claude Charles Fauriel he learned to use primary sources ; and by the aid of the Latin chronicles and the collection of Anglo-Saxon laws , he wrote Histoire de la Conquête de l'Angleterre par les Normands .	IN NNP NNP NNP PRP VBD TO VB JJ NNS : CC IN DT NN IN DT NNP NNS CC DT NN IN NNP NNS , PRP VBD NNP NNP NNP NNP NNP JJ NN NNS NNP .	B-PP B-NP I-NP I-NP B-NP B-VP I-VP I-VP B-NP I-NP O O B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	learn to use	primary sources
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6879	he	wrote	Histoire de la Conquête de l'Angleterre par les Normands	26	27	27	28	28	37	0.03233755287829231	From Claude Charles Fauriel he learned to use primary sources ; and by the aid of the Latin chronicles and the collection of Anglo-Saxon laws , he wrote Histoire de la Conquête de l'Angleterre par les Normands .	IN NNP NNP NNP PRP VBD TO VB JJ NNS : CC IN DT NN IN DT NNP NNS CC DT NN IN NNP NNS , PRP VBD NNP NNP NNP NNP NNP JJ NN NNS NNP .	B-PP B-NP I-NP I-NP B-NP B-VP I-VP I-VP B-NP I-NP O O B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	write	histoire de la conquête de l'angleterre par les normands
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6880	It	was written in	a style	0	1	1	4	4	6	0.4495993858905314	It was written in a style at once precise and picturesque , and was dominated by a theory of Anglo-Saxon liberty resisting the invasions of northern barbarians , and eventually reviving in the parliamentary monarchy .	PRP VBD VBN IN DT NN IN RB JJ CC JJ , CC VBD VBN IN DT NN IN JJ NN VBG DT NNS IN JJ NNS , CC RB VBG IN DT JJ NN .	B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O O B-VP I-VP B-PP B-NP I-NP I-NP O	it	write in	a style
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6880	a style	was dominated by	a theory of Anglo-Saxon liberty	4	6	13	16	16	21	0.19255705114344368	It was written in a style at once precise and picturesque , and was dominated by a theory of Anglo-Saxon liberty resisting the invasions of northern barbarians , and eventually reviving in the parliamentary monarchy .	PRP VBD VBN IN DT NN IN RB JJ CC JJ , CC VBD VBN IN DT NN IN JJ NN VBG DT NNS IN JJ NNS , CC RB VBG IN DT JJ NN .	B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O O B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O O B-VP I-VP B-PP B-NP I-NP I-NP O	a style	dominate by	a theory of anglo-saxon liberty
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6881	a writer	makes	the weaknesses and deficiencies of his scholarship	4	6	6	7	7	14	0.7833487312947259	His artistic talent as a writer makes the weaknesses and deficiencies of his scholarship less obvious .	PRP$ JJ NN IN DT NN VBZ DT NNS CC NNS IN PRP$ NN RBR JJ .	B-NP I-NP I-NP B-PP B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-ADJP I-ADJP O	a writer	make	the weaknesses and deficiencies of his scholarship
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6882	the preparation of which	had required several years of	hard work	3	7	7	12	12	14	0.7623866199074198	This work , the preparation of which had required several years of hard work , cost Thierry his eyesight ; in 1826 he was obliged to engage secretaries and eventually became quite blind .	DT NN , DT NN IN WDT VBD VBN JJ NNS IN JJ NN , NN NNP PRP$ NN : IN CD PRP VBD VBN TO VB NNS CC RB VBD RB JJ .	B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O B-NP B-PP B-NP I-NP O B-PP B-NP B-NP B-VP I-VP I-VP I-VP B-NP O B-VP I-VP B-ADJP I-ADJP O	the preparation of which	require year of	hard work
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6884	he	republished	his Lettres sur l'histoire	2	3	3	4	4	8	0.279474786147223	In 1827 he republished his Lettres sur l'histoire de France , with the addition of fifteen new ones , in which he described some of the more striking episodes in the history of the rise of the medieval communes .	IN CD PRP VBD PRP$ NNP NN NN IN NNP , IN DT NN IN CD JJ NNS , IN WDT PRP VBD DT IN DT JJR JJ NNS IN DT NN IN DT NN IN DT JJ NNS .	B-PP B-NP B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP O B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	republish	his lettres sur l'histoire
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6884	he	described some of	the more striking episodes	21	22	22	25	25	29	0.05916169827353538	In 1827 he republished his Lettres sur l'histoire de France , with the addition of fifteen new ones , in which he described some of the more striking episodes in the history of the rise of the medieval communes .	IN CD PRP VBD PRP$ NNP NN NN IN NNP , IN DT NN IN CD JJ NNS , IN WDT PRP VBD DT IN DT JJR JJ NNS IN DT NN IN DT NN IN DT JJ NNS .	B-PP B-NP B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP O B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	describe of	the more striking episodes
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6885	a few communal charters	provided	him	9	13	13	14	14	15	0.2122779249823489	The chronicles of the 11th and 12th centuries and a few communal charters provided him with materials for a solid work .	DT NNS IN DT JJ CC JJ NNS CC DT JJ JJ NNS VBD PRP IN NNS IN DT JJ NN .	B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-VP B-NP B-PP B-NP B-PP B-NP I-NP I-NP O	a few communal charters	provide	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6886	the communes	has not become so out of	date	6	8	8	14	14	15	0.6742035265242222	For this reason his work on the communes has not become so out of date as his Norman Conquest ; but he was too apt to generalize from the facts furnished by a few striking cases which occurred in a small portion of France , and helped to spread among the public , and even among professional historians , mistaken ideas concerning one of the most complex problems relating to the social origins of France .	IN DT NN PRP$ NN IN DT NNS VBZ RB VBN RB IN IN NN IN PRP$ NNP NNP : CC PRP VBD RB JJ TO VB IN DT NNS VBN IN DT JJ JJ NNS WDT VBD IN DT JJ NN IN NNP , CC VBD TO VB IN DT JJ , CC RB IN JJ NNS , VBN NNS VBG CD IN DT RBS JJ NNS VBG TO DT JJ NNS IN NNP .	B-PP B-NP I-NP B-NP I-NP B-PP B-NP I-NP B-VP I-VP I-VP B-ADVP B-PP B-PP B-NP B-PP B-NP I-NP I-NP O O B-NP B-VP B-ADJP I-ADJP B-VP I-VP B-PP B-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O O B-VP I-VP I-VP B-PP B-NP I-NP O O B-ADVP B-PP B-NP I-NP O B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O	the communes	become out of	date
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6886	he	was too apt to generalize from	the facts	21	22	22	28	28	30	0.010218760499932013	For this reason his work on the communes has not become so out of date as his Norman Conquest ; but he was too apt to generalize from the facts furnished by a few striking cases which occurred in a small portion of France , and helped to spread among the public , and even among professional historians , mistaken ideas concerning one of the most complex problems relating to the social origins of France .	IN DT NN PRP$ NN IN DT NNS VBZ RB VBN RB IN IN NN IN PRP$ NNP NNP : CC PRP VBD RB JJ TO VB IN DT NNS VBN IN DT JJ JJ NNS WDT VBD IN DT JJ NN IN NNP , CC VBD TO VB IN DT JJ , CC RB IN JJ NNS , VBN NNS VBG CD IN DT RBS JJ NNS VBG TO DT JJ NNS IN NNP .	B-PP B-NP I-NP B-NP I-NP B-PP B-NP I-NP B-VP I-VP I-VP B-ADVP B-PP B-PP B-NP B-PP B-NP I-NP I-NP O O B-NP B-VP B-ADJP I-ADJP B-VP I-VP B-PP B-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O O B-VP I-VP I-VP B-PP B-NP I-NP O O B-ADVP B-PP B-NP I-NP O B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O	he	be apt to generalize from	the facts
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6886	a few striking cases	occurred in	a small portion of France	32	36	37	39	39	44	0.7641812985870349	For this reason his work on the communes has not become so out of date as his Norman Conquest ; but he was too apt to generalize from the facts furnished by a few striking cases which occurred in a small portion of France , and helped to spread among the public , and even among professional historians , mistaken ideas concerning one of the most complex problems relating to the social origins of France .	IN DT NN PRP$ NN IN DT NNS VBZ RB VBN RB IN IN NN IN PRP$ NNP NNP : CC PRP VBD RB JJ TO VB IN DT NNS VBN IN DT JJ JJ NNS WDT VBD IN DT JJ NN IN NNP , CC VBD TO VB IN DT JJ , CC RB IN JJ NNS , VBN NNS VBG CD IN DT RBS JJ NNS VBG TO DT JJ NNS IN NNP .	B-PP B-NP I-NP B-NP I-NP B-PP B-NP I-NP B-VP I-VP I-VP B-ADVP B-PP B-PP B-NP B-PP B-NP I-NP I-NP O O B-NP B-VP B-ADJP I-ADJP B-VP I-VP B-PP B-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O O B-VP I-VP I-VP B-PP B-NP I-NP O O B-ADVP B-PP B-NP I-NP O B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP O	a few striking cases	occur in	a small portion of france
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6887	Thierry	ardently supported	the July Revolution	0	1	1	3	3	6	0.967433302519803	Thierry ardently supported the July Revolution and the triumph of liberal ideas ; at this time , too , his brother Amédée was appointed prefect , and he went to live with him for four years .	NNP RB VBD DT NNP NNP CC DT NN IN JJ NNS : IN DT NN , RB , PRP$ NN NNP VBD VBN JJ , CC PRP VBD TO VB IN PRP IN CD NNS .	B-NP B-ADVP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-PP B-NP I-NP O B-ADVP O B-NP I-NP I-NP B-VP I-VP B-ADJP O O B-NP B-VP I-VP I-VP B-PP B-NP B-PP B-NP I-NP O	thierry	support	the july revolution
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6887	he	went to live with	him	27	28	28	32	32	33	0.0055359525766977115	Thierry ardently supported the July Revolution and the triumph of liberal ideas ; at this time , too , his brother Amédée was appointed prefect , and he went to live with him for four years .	NNP RB VBD DT NNP NNP CC DT NN IN JJ NNS : IN DT NN , RB , PRP$ NN NNP VBD VBN JJ , CC PRP VBD TO VB IN PRP IN CD NNS .	B-NP B-ADVP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-PP B-NP I-NP O B-ADVP O B-NP I-NP I-NP B-VP I-VP B-ADJP O O B-NP B-VP I-VP I-VP B-PP B-NP B-PP B-NP I-NP O	he	go to live with	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6888	he	vividly presented some of	the stories of Gregory of Tours	36	37	37	41	41	47	0.1967733936532953	He now re-edited , under the title of Dix ans d 'études historiques , his first essays in the Censeur européen and the Courrier français , and composed his Récits des temps mérovingiens , in which he vividly presented some of the stories of Gregory of Tours .	PRP RB VBD , IN DT NN IN NNP NNS VBD VBZ NNS , PRP$ JJ NNS IN DT NNP NN CC DT NNP NN , CC VBN PRP$ NNS FW NNS NNS , IN WDT PRP RB VBD DT IN DT NNS IN NNP IN NNPS .	B-NP B-ADVP B-VP O B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP O B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O O B-VP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-ADVP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	present of	the stories of gregory of tours
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6889	These Récits	appeared first in	the Revue des deux mondes	0	2	2	5	5	10	0.9610806708784355	These Récits appeared first in the Revue des deux mondes ; when collected in volume form , they were preceded by long Considerations sur l'histoire de France .	DT NNS VBD RB IN DT NNP FW FW FW : WRB VBN IN NN NN , PRP VBD VBN IN JJ NNS JJ NN IN NNP .	B-NP I-NP B-VP B-ADVP B-PP B-NP I-NP I-NP I-NP I-NP O B-ADVP B-VP B-PP B-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O	these récits	appear in	the revue des deux mondes
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Nicolas Augustin Thierry.txt	6889	they	were preceded by	long Considerations sur l'histoire	17	18	18	21	21	25	0.19290300667929666	These Récits appeared first in the Revue des deux mondes ; when collected in volume form , they were preceded by long Considerations sur l'histoire de France .	DT NNS VBD RB IN DT NNP FW FW FW : WRB VBN IN NN NN , PRP VBD VBN IN JJ NNS JJ NN IN NNP .	B-NP I-NP B-VP B-ADVP B-PP B-NP I-NP I-NP I-NP I-NP O B-ADVP B-VP B-PP B-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP O	they	precede by	long considerations sur l'histoire
