/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5912	Jacques-Henri Laffite	is	a French former racing driver	0	2	2	3	3	8	0.6753456368737972	Jacques-Henri Laffite is a French former racing driver who competed in Formula One from .	NNP NNP VBZ DT JJ JJ JJ NN WP VBD IN NNP CD IN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP O	jacques-henri laffite	be	a french former racing driver
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5923	he	moved back to	England	12	13	13	16	16	17	0.814579171601424	Results in the next two seasons were n't much better , when he moved back to England , again to race for Williams .	NNS IN DT JJ CD NNS VBD RB RB RB , WRB PRP VBD RB TO NNP , RB TO NN IN NNP .	B-NP B-PP B-NP I-NP I-NP I-NP B-VP O B-ADVP I-ADVP O B-ADVP B-NP B-VP B-ADVP B-PP B-NP O B-ADVP B-PP B-NP B-PP B-NP O	he	move to	england
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5924	Laffite	returned to	Ligier	5	6	6	8	8	9	0.8962038081969917	Now in his forties , Laffite returned to Ligier in 1985 : in that season he was on the podium three times , for a total of 16 points .	RB IN PRP$ NNS , NNP VBD TO NNP IN CD : IN DT NN PRP VBD IN DT NN CD NNS , IN DT NN IN CD NNS .	B-ADVP B-PP B-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP O B-PP B-NP I-NP B-NP B-VP B-PP B-NP I-NP B-NP I-NP O B-PP B-NP I-NP I-NP I-NP I-NP O	laffite	return to	ligier
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5924	he	was on	the podium	15	16	16	18	18	20	0.8647242529037547	Now in his forties , Laffite returned to Ligier in 1985 : in that season he was on the podium three times , for a total of 16 points .	RB IN PRP$ NNS , NNP VBD TO NNP IN CD : IN DT NN PRP VBD IN DT NN CD NNS , IN DT NN IN CD NNS .	B-ADVP B-PP B-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP O B-PP B-NP I-NP B-NP B-VP B-PP B-NP I-NP B-NP I-NP O B-PP B-NP I-NP I-NP I-NP I-NP O	he	be on	the podium
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5925	he	scored	14 points	2	3	3	4	4	6	0.00858422010868025	In 1986 he scored 14 points including two more podium finishes in the first half of the season , but he broke both legs in a crash at the start of the British Grand Prix at Brands Hatch , and thereafter retired from Formula One .	IN CD PRP VBD CD NNS VBG CD JJR NN NNS IN DT JJ NN IN DT NN , CC PRP VBD DT NNS IN DT NN IN DT NN IN DT JJ NNP NNP IN NNP NNP , CC RB VBN IN NNP CD .	B-PP B-NP B-NP B-VP B-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O O B-VP I-VP B-PP B-NP I-NP O	he	score	# points
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5925	he	broke both legs in	a crash	20	21	21	25	25	27	0.30198354973779423	In 1986 he scored 14 points including two more podium finishes in the first half of the season , but he broke both legs in a crash at the start of the British Grand Prix at Brands Hatch , and thereafter retired from Formula One .	IN CD PRP VBD CD NNS VBG CD JJR NN NNS IN DT JJ NN IN DT NN , CC PRP VBD DT NNS IN DT NN IN DT NN IN DT JJ NNP NNP IN NNP NNP , CC RB VBN IN NNP CD .	B-PP B-NP B-NP B-VP B-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O O B-VP I-VP B-PP B-NP I-NP O	he	break leg in	a crash
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5926	Laffite	subsequently ended	his career	7	8	10	12	12	14	0.7976357144917594	The race was stopped and restarted without Laffite , who subsequently ended his career , taking the accolade of tying with Graham Hill for the most Grand Prix starts .	DT NN VBD VBN CC VBN IN NNP , WP RB VBD PRP$ NN , VBG DT NN IN VBG IN NNP NNP IN DT JJS NNP NNP VBZ .	B-NP I-NP B-VP I-VP I-VP I-VP B-PP B-NP O B-NP B-ADVP B-VP B-NP I-NP O B-VP B-NP I-NP B-PP B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP O	laffite	end	his career
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5927	He	was the most successful driver in	Ligier 's history	0	1	1	7	7	10	0.8578645755432066	He was the most successful driver in Ligier 's history , having taken six of their nine wins .	PRP VBD DT RBS JJ NN IN NNP POS NN , VBG VBN CD IN PRP$ CD NNS .	B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-VP I-VP B-NP I-NP I-NP I-NP I-NP O	he	be most driver in	ligier 's history
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5928	Laffite	recovered from	his injuries	0	1	1	3	3	5	0.9181184223202579	Laffite recovered from his injuries and later raced in touring cars .	NNP VBD IN PRP$ NNS CC RB VBD IN VBG NNS .	B-NP B-VP B-PP B-NP I-NP O B-VP I-VP B-PP B-VP B-NP O	laffite	recover from	his injuries
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5929	He	is now	a television commentator	0	1	1	3	3	6	0.23741267273153058	He is now a television commentator for the French network TF1 , best known for his reaction to the incident at the 1997 European Grand Prix in which Michael Schumacher collided with Jacques Villeneuve , and Laffite reacted with curse words on live television .	PRP VBZ RB DT NN NN IN DT JJ NN NN , RB VBN IN PRP$ NN TO DT NN IN DT CD JJ NNP NNP IN WDT NNP NNP VBD IN NNP NNP , CC NNP VBD IN NN NNS IN JJ NN .	B-NP B-VP B-ADVP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP B-NP I-NP B-VP B-PP B-NP I-NP O O B-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP O	he	be	a television commentator
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5929	Michael Schumacher	collided with	Jacques Villeneuve	28	30	30	32	32	34	0.5636178080960602	He is now a television commentator for the French network TF1 , best known for his reaction to the incident at the 1997 European Grand Prix in which Michael Schumacher collided with Jacques Villeneuve , and Laffite reacted with curse words on live television .	PRP VBZ RB DT NN NN IN DT JJ NN NN , RB VBN IN PRP$ NN TO DT NN IN DT CD JJ NNP NNP IN WDT NNP NNP VBD IN NNP NNP , CC NNP VBD IN NN NNS IN JJ NN .	B-NP B-VP B-ADVP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP B-NP I-NP B-VP B-PP B-NP I-NP O O B-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP O	michael schumacher	collide with	jacques villeneuve
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5929	Laffite	reacted with	curse words	36	37	37	39	39	41	0.4307388167589557	He is now a television commentator for the French network TF1 , best known for his reaction to the incident at the 1997 European Grand Prix in which Michael Schumacher collided with Jacques Villeneuve , and Laffite reacted with curse words on live television .	PRP VBZ RB DT NN NN IN DT JJ NN NN , RB VBN IN PRP$ NN TO DT NN IN DT CD JJ NNP NNP IN WDT NNP NNP VBD IN NNP NNP , CC NNP VBD IN NN NNS IN JJ NN .	B-NP B-VP B-ADVP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP B-NP I-NP B-VP B-PP B-NP I-NP O O B-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP O	laffite	react with	curse words
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Laffite.txt	5930	he	tested	a Renault R27 F1 car	10	11	11	12	12	17	0.44957873363775885	In October 2008 , at the age of 64 , he tested a Renault R27 F1 car at the Paul Ricard circuit .	IN NNP CD , IN DT NN IN CD , PRP VBD DT NNP NNPS NNPS NN IN DT NNP NNP NN .	B-PP B-NP I-NP O B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	he	test	a renault r27 f1 car
