/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21618	Jakob Grimminger	was famous for carrying	the Blutfahne	0	2	3	7	7	9	0.9863385870459525	Jakob Grimminger who was famous for carrying the Blutfahne , the ceremonial Nazi flag .	NNP NNP WP VBD JJ IN VBG DT NNP , DT JJ NNP NN .	B-NP I-NP B-NP B-VP B-ADJP B-PP B-VP B-NP I-NP O B-NP I-NP I-NP I-NP O	jakob grimminger	be famous for carry	the blutfahne
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21621	he	was selected in	1926	14	15	15	18	18	19	0.048042256517740016	After serving in the Braune Haus , the general headquarters of the NSDAP , he was selected in 1926 to become a member of the SS.	IN VBG IN DT NNP NNP , DT JJ NN IN DT NNP , PRP VBD VBN IN CD TO VB DT NN IN DT NNP	B-PP B-VP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP	he	select in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21622	Grimminger	was promoted	many times	0	1	1	3	3	5	0.8719603938339819	Grimminger was promoted many times during his service in the SA and the SS , eventually reaching the rank of Standartenführer .	NNP VBD VBN JJ NNS IN PRP$ NN IN DT NNP CC DT NNP , RB VBG DT NN IN NNP .	B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP I-NP O B-ADVP B-VP B-NP I-NP I-NP I-NP O	grimminger	promote	many times
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21623	He	was also	City council man	0	1	1	3	3	6	0.624153827226402	He was also City council man in Munich .	PRP VBD RB NNP NN NN IN NNP .	B-NP B-VP B-ADVP B-NP I-NP I-NP B-PP B-NP O	he	be	city council man
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21624	he	was given	the honour	6	7	7	9	9	11	0.13109726952918696	As a member of the SS he was given the honour of carrying the blood-stained Blutfahne from the Munich putsch .	IN DT NN IN DT NNP PRP VBD VBN DT NN IN VBG DT JJ NNP IN DT NNP NN .	B-PP B-NP I-NP I-NP I-NP I-NP B-NP B-VP I-VP B-NP I-NP B-PP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	he	give	the honour
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21625	Grimminger	was decorated with	the Goldenes Parteiabzeichen	0	1	1	4	4	7	0.9978194739761583	Grimminger was decorated with the Goldenes Parteiabzeichen , the Blood Order or the Coburger Ehrenzeichen , the three most important decorations of the NSDAP.	NNP VBD VBN IN DT NNP NNP , DT NN NN CC DT NNP NNP , DT CD RBS JJ NNS IN DT NNP	B-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP	grimminger	decorate with	the goldenes parteiabzeichen
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21626	He	survived	the Second World War	0	1	1	2	2	6	0.758984980746731	He survived the Second World War , and was put on trial by the Allies in 1946 for being a member of the SS and carrying the Blutfahne for nineteen years .	PRP VBD DT JJ NNP NNP , CC VBD VBN IN NN IN DT NNP IN CD IN VBG DT NN IN DT NNP CC VBG DT NNP IN CD NNS .	B-NP B-VP B-NP I-NP I-NP I-NP O O B-VP I-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP B-PP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP O	he	survive	the second world war
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21626	He	was put on	trial	0	1	8	11	11	12	0.9968553516121467	He survived the Second World War , and was put on trial by the Allies in 1946 for being a member of the SS and carrying the Blutfahne for nineteen years .	PRP VBD DT JJ NNP NNP , CC VBD VBN IN NN IN DT NNP IN CD IN VBG DT NN IN DT NNP CC VBG DT NNP IN CD NNS .	B-NP B-VP B-NP I-NP I-NP I-NP O O B-VP I-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP B-PP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP O	he	put on	trial
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21627	He	was not sent to	prison	0	1	1	5	5	6	0.721995053373743	He was not sent to prison for this – but all of his property was confiscated .	PRP VBD RB VBN TO NN IN DT NN CC DT IN PRP$ NN VBD VBN .	B-NP B-VP I-VP I-VP B-PP B-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP B-VP I-VP O	he	send to	prison
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21628	He	reportedly attempted to enter	politics	0	1	1	5	5	6	0.14777517069900006	He reportedly attempted to enter politics , and served as a councillor in Munich ; however his past prevented him from continuing this career .	PRP RB VBD TO VB NNS , CC VBD IN DT NN IN NNP : RB PRP$ NN VBD PRP IN VBG DT NN .	B-NP B-ADVP B-VP I-VP I-VP B-NP O O B-VP B-PP B-NP I-NP B-PP B-NP O B-NP I-NP I-NP B-VP B-NP B-PP B-VP B-NP I-NP O	he	attempt to enter	politics
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21628	He	served as	a councillor	0	1	8	10	10	12	0.40320427547416354	He reportedly attempted to enter politics , and served as a councillor in Munich ; however his past prevented him from continuing this career .	PRP RB VBD TO VB NNS , CC VBD IN DT NN IN NNP : RB PRP$ NN VBD PRP IN VBG DT NN .	B-NP B-ADVP B-VP I-VP I-VP B-NP O O B-VP B-PP B-NP I-NP B-PP B-NP O B-NP I-NP I-NP B-VP B-NP B-PP B-VP B-NP I-NP O	he	serve as	a councillor
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21628	however his past	prevented	him	15	18	18	19	19	20	0.18501581364812666	He reportedly attempted to enter politics , and served as a councillor in Munich ; however his past prevented him from continuing this career .	PRP RB VBD TO VB NNS , CC VBD IN DT NN IN NNP : RB PRP$ NN VBD PRP IN VBG DT NN .	B-NP B-ADVP B-VP I-VP I-VP B-NP O O B-VP B-PP B-NP I-NP B-PP B-NP O B-NP I-NP I-NP B-VP B-NP B-PP B-VP B-NP I-NP O	however his past	prevent	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jakob Grimminger.txt	21629	He	died in	poverty	0	1	1	3	3	4	0.2295662353647733	He died in poverty in 1969 , in Munich , Germany .	PRP VBD IN NN IN CD , IN NNP , NNP .	B-NP B-VP B-PP B-NP B-PP B-NP O B-PP B-NP O B-NP O	he	die in	poverty
