/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4282	Jacques de la Palice	was	a French nobleman	0	4	4	5	5	8	0.874111709033325	Jacques de la Palice was a French nobleman and military officer .	NNP NNP NNP NNP VBD DT JJ NN CC JJ NN .	B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP O B-NP I-NP O	jacques de la palice	be	a french nobleman
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4292	He	conquered several lands in	the Abruzzi	0	1	1	5	5	7	0.7874329677975473	He conquered several lands in the Abruzzi and in Apulia , being created vice-roy of Abruzzo in 1502 .	PRP VBD JJ NNS IN DT NNP CC IN NNP , VBG VBN NN IN NNP IN CD .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-PP B-NP O B-VP B-NP I-NP I-NP I-NP B-PP B-NP O	he	conquer land in	the abruzzi
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4293	he	was defeated in	the battle of Ruvo	2	3	3	6	6	10	0.13230661553211623	However , he was defeated in the battle of Ruvo di Puglia and made prisoner by Gonzalo Fernández de Córdoba .	RB , PRP VBD VBN IN DT NN IN NNP VBD NNP CC VBD NN IN NNP NNP IN NNP .	B-ADVP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP B-NP O B-VP B-NP B-PP B-NP I-NP B-PP B-NP O	he	defeat in	the battle of ruvo
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4293	the battle of Ruvo	di	Puglia	6	10	10	11	11	12	0.9359133207888028	However , he was defeated in the battle of Ruvo di Puglia and made prisoner by Gonzalo Fernández de Córdoba .	RB , PRP VBD VBN IN DT NN IN NNP VBD NNP CC VBD NN IN NNP NNP IN NNP .	B-ADVP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP B-NP O B-VP B-NP B-PP B-NP I-NP B-PP B-NP O	the battle of ruvo	di	puglia
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4293	the battle of Ruvo	made prisoner by	Gonzalo Fernández	6	10	13	16	16	18	0.9802731653970613	However , he was defeated in the battle of Ruvo di Puglia and made prisoner by Gonzalo Fernández de Córdoba .	RB , PRP VBD VBN IN DT NN IN NNP VBD NNP CC VBD NN IN NNP NNP IN NNP .	B-ADVP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP B-NP O B-VP B-NP B-PP B-NP I-NP B-PP B-NP O	the battle of ruvo	make prisoner by	gonzalo fernández
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4294	He	was freed in	1504	0	1	1	4	4	5	0.6771710293257599	He was freed in 1504 , the same year his wife died .	PRP VBD VBN IN CD , DT JJ NN PRP$ NN VBD .	B-NP B-VP I-VP B-PP B-NP O B-NP I-NP I-NP B-NP I-NP B-VP O	he	free in	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4295	he	commanded	the French vanguard	2	3	3	4	4	7	0.0921242032330337	In 1507 he commanded the French vanguard in the siege of Genoa , during which he was seriously wounded .	IN CD PRP VBD DT JJ NN IN DT NN IN NNP , IN WDT PRP VBD RB VBN .	B-PP B-NP B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP I-VP I-VP O	he	command	the french vanguard
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4297	La Palice	took part in	the siege of Treviglio	0	2	2	5	5	9	0.977633555270304	La Palice took part in the siege of Treviglio and in the victorious Battle of Agnadello ; he was then made commander-in-chief of the French troops in Lombardy and , sent to help Emperor Maximilian I , he took part against the Venetians in the unsuccessful siege of Padua in 1509 .	NNP NNP VBD NN IN DT NN IN NNP CC IN DT JJ NNP IN NNP : PRP VBD RB VBN NN IN DT JJ NNS IN NNP CC , VBD TO VB NNP NNP PRP , PRP VBD NN IN DT NNPS IN DT JJ NN IN NNP IN CD .	B-NP I-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O O B-VP I-VP I-VP B-NP I-NP I-NP O B-NP B-VP B-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	la palice	take part in	the siege of treviglio
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4297	he	was then made	commander-in-chief of the French troops	17	18	18	21	21	26	0.22042119419756442	La Palice took part in the siege of Treviglio and in the victorious Battle of Agnadello ; he was then made commander-in-chief of the French troops in Lombardy and , sent to help Emperor Maximilian I , he took part against the Venetians in the unsuccessful siege of Padua in 1509 .	NNP NNP VBD NN IN DT NN IN NNP CC IN DT JJ NNP IN NNP : PRP VBD RB VBN NN IN DT JJ NNS IN NNP CC , VBD TO VB NNP NNP PRP , PRP VBD NN IN DT NNPS IN DT JJ NN IN NNP IN CD .	B-NP I-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O O B-VP I-VP I-VP B-NP I-NP I-NP O B-NP B-VP B-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	he	make	commander-in-chief of the french troops
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4297	Lombardy	sent to help	Emperor Maximilian I	27	28	30	33	33	36	0.2865895947947821	La Palice took part in the siege of Treviglio and in the victorious Battle of Agnadello ; he was then made commander-in-chief of the French troops in Lombardy and , sent to help Emperor Maximilian I , he took part against the Venetians in the unsuccessful siege of Padua in 1509 .	NNP NNP VBD NN IN DT NN IN NNP CC IN DT JJ NNP IN NNP : PRP VBD RB VBN NN IN DT JJ NNS IN NNP CC , VBD TO VB NNP NNP PRP , PRP VBD NN IN DT NNPS IN DT JJ NN IN NNP IN CD .	B-NP I-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O O B-VP I-VP I-VP B-NP I-NP I-NP O B-NP B-VP B-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	lombardy	send to help	emperor maximilian i
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4297	he	took part against	the Venetians	37	38	38	41	41	43	0.7264991684619153	La Palice took part in the siege of Treviglio and in the victorious Battle of Agnadello ; he was then made commander-in-chief of the French troops in Lombardy and , sent to help Emperor Maximilian I , he took part against the Venetians in the unsuccessful siege of Padua in 1509 .	NNP NNP VBD NN IN DT NN IN NNP CC IN DT JJ NNP IN NNP : PRP VBD RB VBN NN IN DT JJ NNS IN NNP CC , VBD TO VB NNP NNP PRP , PRP VBD NN IN DT NNPS IN DT JJ NN IN NNP IN CD .	B-NP I-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O O B-VP I-VP I-VP B-NP I-NP I-NP O B-NP B-VP B-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	he	take part against	the venetians
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4298	de la Palice	became the French overall commander in	Italy	9	12	12	18	18	19	0.9593333856905689	In 1511 , after Charles d'Amboise 's death , de la Palice became the French overall commander in Italy and was made Grand Master of France .	IN CD , IN NNP NNP POS NN , NNP NNP NNP VBD DT JJ JJ NN IN NNP CC VBD VBN NNP NNP IN NNP .	B-PP B-NP O B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP O B-VP I-VP B-NP I-NP I-NP I-NP O	de la palice	become commander in	italy
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4298	the French overall commander	was made	Grand Master of France	13	17	20	22	22	26	0.8979250217763461	In 1511 , after Charles d'Amboise 's death , de la Palice became the French overall commander in Italy and was made Grand Master of France .	IN CD , IN NNP NNP POS NN , NNP NNP NNP VBD DT JJ JJ NN IN NNP CC VBD VBN NNP NNP IN NNP .	B-PP B-NP O B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP O B-VP I-VP B-NP I-NP I-NP I-NP O	the french overall commander	make	grand master of france
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4299	La Palice	was put under	him	9	11	11	14	14	15	0.7858164531009548	After Gaston de Foix 's arrival to Italy , La Palice was put under him , successfully relieving Bologna from the Spanish 's siege .	IN NNP IN NNP POS NN TO NNP , NNP NNP VBD VBN IN PRP , RB VBG NNP IN DT NNP POS NN .	B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP O B-NP I-NP B-VP I-VP B-PP B-NP O B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP O	la palice	put under	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4300	He	took part in	the battle of Ravenna	0	1	1	4	4	8	0.8578645755432066	He took part in the battle of Ravenna , in which de Foix died , being succeeded by La Palice himself as French commander-in-chief .	PRP VBD NN IN DT NN IN NNP , IN WDT FW NNP VBD , VBG VBN IN NNP NNP PRP IN JJ NN .	B-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP B-NP I-NP B-VP O B-VP I-VP B-PP B-NP I-NP B-NP B-PP B-NP I-NP O	he	take part in	the battle of ravenna
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4301	his slow actions	allowed	the defeated enemies	1	4	4	5	5	8	0.10572084243824943	However his slow actions allowed the defeated enemies to recover and expel the French from Lombardy .	RB PRP$ JJ NNS VBD DT VBN NNS TO VB CC VB DT NNP IN NNP .	B-ADVP B-NP I-NP I-NP B-VP B-NP I-NP I-NP B-VP I-VP I-VP I-VP B-NP I-NP B-PP B-NP O	his slow actions	allow	the defeated enemies
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4301	the defeated enemies	expel	the French	5	8	11	12	12	14	0.7365993319317625	However his slow actions allowed the defeated enemies to recover and expel the French from Lombardy .	RB PRP$ JJ NNS VBD DT VBN NNS TO VB CC VB DT NNP IN NNP .	B-ADVP B-NP I-NP I-NP B-VP B-NP I-NP I-NP B-VP I-VP I-VP I-VP B-NP I-NP B-PP B-NP O	the defeated enemies	expel	the french
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4302	he	was sent to	the Pyrenees	4	5	5	8	8	10	0.11505576396523787	Returning to France , he was sent to the Pyrenees to rescue John III of Navarre , but soon he was diverted to Thérouanne , then the last French possession in the Artois , to counter the English troops .	VBG TO NNP , PRP VBD VBN TO DT NNS TO VB NNP NNP IN NNP , CC RB PRP VBD VBN TO NNP , RB DT JJ JJ NN IN DT NNP , TO VB DT JJ NNS .	B-VP B-PP B-NP O B-NP B-VP I-VP B-PP B-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP O O B-ADVP B-NP B-VP I-VP B-PP B-NP O B-ADVP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-VP I-VP B-NP I-NP I-NP O	he	send to	the pyrenees
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4302	he	was diverted to	Thérouanne	19	20	20	23	23	24	0.8337437028412947	Returning to France , he was sent to the Pyrenees to rescue John III of Navarre , but soon he was diverted to Thérouanne , then the last French possession in the Artois , to counter the English troops .	VBG TO NNP , PRP VBD VBN TO DT NNS TO VB NNP NNP IN NNP , CC RB PRP VBD VBN TO NNP , RB DT JJ JJ NN IN DT NNP , TO VB DT JJ NNS .	B-VP B-PP B-NP O B-NP B-VP I-VP B-PP B-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP O O B-ADVP B-NP B-VP I-VP B-PP B-NP O B-ADVP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-VP I-VP B-NP I-NP I-NP O	he	divert to	thérouanne
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4304	this	marked the end of	Louis XII 's expansionism	7	8	8	12	12	16	0.888515162040883	After John 's III parallel defeat , this marked the end of Louis XII 's expansionism .	IN NNP POS NNP JJ NN , DT VBD DT NN IN NNP NNP POS NN .	B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	this	mark end of	louis xii 's expansionism
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4305	La Palice	retired to	his lands	0	2	6	8	8	10	0.9553083111260227	La Palice was fired , and retired to his lands , where , in 1514 , he married to Marie de Melun , who gave him four children .	NNP NNP VBD VBN , CC VBD TO PRP$ NNS , WRB , IN CD , PRP VBD TO NNP IN NNP , WP VBD PRP CD NNS .	B-NP I-NP B-VP I-VP O O B-VP B-PP B-NP I-NP O B-ADVP O B-PP B-NP O B-NP B-VP B-PP B-NP B-PP B-NP O B-NP B-VP B-NP B-NP I-NP O	la palice	retire to	his lands
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4305	he	married to	Marie	16	17	17	19	19	20	0.534088568621891	La Palice was fired , and retired to his lands , where , in 1514 , he married to Marie de Melun , who gave him four children .	NNP NNP VBD VBN , CC VBD TO PRP$ NNS , WRB , IN CD , PRP VBD TO NNP IN NNP , WP VBD PRP CD NNS .	B-NP I-NP B-VP I-VP O O B-VP B-PP B-NP I-NP O B-ADVP O B-PP B-NP O B-NP B-VP B-PP B-NP B-PP B-NP O B-NP B-VP B-NP B-NP I-NP O	he	marry to	marie
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4305	Melun	gave	him	21	22	24	25	25	26	0.11993835417313377	La Palice was fired , and retired to his lands , where , in 1514 , he married to Marie de Melun , who gave him four children .	NNP NNP VBD VBN , CC VBD TO PRP$ NNS , WRB , IN CD , PRP VBD TO NNP IN NNP , WP VBD PRP CD NNS .	B-NP I-NP B-VP I-VP O O B-VP B-PP B-NP I-NP O B-ADVP O B-PP B-NP O B-NP B-VP B-PP B-NP B-PP B-NP O B-NP B-VP B-NP B-NP I-NP O	melun	give	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4306	Francis	gave	him	4	5	7	8	8	9	0.23442371250622313	Louis 's successor , Francis I , gave him back the title of Grand Master , adding that of Marshal of France on 2 January 1515 .	NNP POS NN , NNP PRP , VBD PRP RB DT NN IN NNP NNP , VBG IN IN NNP IN NNP IN CD NNP CD .	B-NP I-NP I-NP O B-NP B-NP O B-VP B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP B-SBAR B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	francis	give	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4307	La Palice	took part to	the invasion of Piedmont	0	2	10	13	13	17	0.990637733905467	La Palice , under the command of Marshal Aubigny , took part to the invasion of Piedmont , the capture of Villafranca against Prospero Colonna and was one of Francis ' lieutenants at the Battle of Marignano .	NNP NNP , IN DT NN IN NNP NNP , VBD NN TO DT NN IN NNP , DT NN IN NNP IN NNP NNP CC VBD CD IN NNP POS NNS IN DT NNP IN NNP .	B-NP I-NP O B-PP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	la palice	take part to	the invasion of piedmont
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4307	the capture of Villafranca	was one of	Francis ' lieutenants	18	22	26	29	29	32	0.923872577507718	La Palice , under the command of Marshal Aubigny , took part to the invasion of Piedmont , the capture of Villafranca against Prospero Colonna and was one of Francis ' lieutenants at the Battle of Marignano .	NNP NNP , IN DT NN IN NNP NNP , VBD NN TO DT NN IN NNP , DT NN IN NNP IN NNP NNP CC VBD CD IN NNP POS NNS IN DT NNP IN NNP .	B-NP I-NP O B-PP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	the capture of villafranca	be one of	francis ' lieutenants
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4308	the signature of the Treaty of Noyon	ended	the war	1	8	9	10	10	12	0.7093735356327523	After the signature of the Treaty of Noyon which ended the war , La Palice returned to France .	IN DT NN IN DT NNP IN NNP WDT VBD DT NN , NNP NNP VBD TO NNP .	B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP O B-NP I-NP B-VP B-PP B-NP O	the signature of the treaty of noyon	end	the war
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4308	La Palice	returned to	France	13	15	15	17	17	18	0.949973813239835	After the signature of the Treaty of Noyon which ended the war , La Palice returned to France .	IN DT NN IN DT NNP IN NNP WDT VBD DT NN , NNP NNP VBD TO NNP .	B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP O B-NP I-NP B-VP B-PP B-NP O	la palice	return to	france
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques de la Palice.txt	4309	La Palice	was sent at	Calais	0	2	2	5	5	6	0.9874518823259356	La Palice was sent at Calais as negotiator of the peace with Charles V. As the participants did not reach an agreement , he returned to Italy as military leader under Marshal Lautrec , commanding the French main line at the battle of Bicocca , in which he was defeated by Colonna .	NNP NNP VBD VBN IN NNP IN NN IN DT NN IN NNP NNP IN DT NNS VBD RB VB DT NN , PRP VBD TO NNP IN JJ NN IN NNP NNP , VBG DT JJ JJ NN IN DT NN IN NNP , IN WDT PRP VBD VBN IN NNP .	B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-VP I-VP I-VP B-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP B-NP B-VP I-VP B-PP B-NP O	la palice	send at	calais
