/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4252	Jacques Davy Duperron	was	a French cardinal	0	3	3	4	4	7	0.9999999999144422	Jacques Davy Duperron was a French cardinal .	NNP NNP NNP VBD DT JJ NN .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP O	jacques davy duperron	be	a french cardinal
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4260	He	instructed	Henry	0	1	1	2	2	3	0.14556005724628798	He instructed Henry in the Catholic religion ; and in 1594 was sent to Rome , where with Cardinal d'Ossat he obtained Henry 's absolution .	PRP VBD NNP IN DT NNP NN : CC IN CD VBD VBN TO NNP , WRB IN NNP IN PRP VBD NNP POS NN .	B-NP B-VP B-NP B-PP B-NP I-NP I-NP O O B-PP B-NP B-VP I-VP B-PP B-NP O B-ADVP B-PP B-NP B-SBAR B-NP B-VP B-NP I-NP I-NP O	he	instruct	henry
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4260	1594	was sent to	Rome	10	11	11	14	14	15	0.9369392707514838	He instructed Henry in the Catholic religion ; and in 1594 was sent to Rome , where with Cardinal d'Ossat he obtained Henry 's absolution .	PRP VBD NNP IN DT NNP NN : CC IN CD VBD VBN TO NNP , WRB IN NNP IN PRP VBD NNP POS NN .	B-NP B-VP B-NP B-PP B-NP I-NP I-NP O O B-PP B-NP B-VP I-VP B-PP B-NP O B-ADVP B-PP B-NP B-SBAR B-NP B-VP B-NP I-NP I-NP O	#	send to	rome
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4260	he	obtained	Henry 's absolution	20	21	21	22	22	25	0.2149408276059923	He instructed Henry in the Catholic religion ; and in 1594 was sent to Rome , where with Cardinal d'Ossat he obtained Henry 's absolution .	PRP VBD NNP IN DT NNP NN : CC IN CD VBD VBN TO NNP , WRB IN NNP IN PRP VBD NNP POS NN .	B-NP B-VP B-NP B-PP B-NP I-NP I-NP O O B-PP B-NP B-VP I-VP B-PP B-NP O B-ADVP B-PP B-NP B-SBAR B-NP B-VP B-NP I-NP I-NP O	he	obtain	henry 's absolution
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4261	he	converted	Henry Sponde	24	25	25	26	26	28	0.3219314797614482	On his return to his diocese , his zeal and eloquence were largely instrumental in withstanding the progress of Calvinism , and among others he converted Henry Sponde , who became bishop of Pamiers , and the Swiss general Sancy .	IN PRP$ NN TO PRP$ NN , PRP$ NN CC NN VBD RB JJ IN VBG DT NN IN NNP , CC IN NNS PRP VBD NNP NNP , WP VBD NN IN NNP , CC DT JJ JJ NNP .	B-PP B-NP I-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP B-VP B-ADJP I-ADJP B-PP B-VP B-NP I-NP I-NP I-NP O O B-PP B-NP B-NP B-VP B-NP I-NP O B-NP B-VP B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O	he	convert	henry sponde
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4261	Henry Sponde	became bishop of	Pamiers	26	28	30	33	33	34	0.8358149245291626	On his return to his diocese , his zeal and eloquence were largely instrumental in withstanding the progress of Calvinism , and among others he converted Henry Sponde , who became bishop of Pamiers , and the Swiss general Sancy .	IN PRP$ NN TO PRP$ NN , PRP$ NN CC NN VBD RB JJ IN VBG DT NN IN NNP , CC IN NNS PRP VBD NNP NNP , WP VBD NN IN NNP , CC DT JJ JJ NNP .	B-PP B-NP I-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP B-VP B-ADJP I-ADJP B-PP B-VP B-NP I-NP I-NP I-NP O O B-PP B-NP B-NP B-VP B-NP I-NP O B-NP B-VP B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O	henry sponde	become bishop of	pamiers
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4262	he	argued with	much eloquence and ingenuity	7	8	8	10	10	14	0.08275737981368049	At the conference at Fontainebleau in 1600 he argued with much eloquence and ingenuity against Du Plessis Mornay .	IN DT NN IN NNP IN CD PRP VBD IN JJ NN CC NN IN NNP NNP NNP .	B-PP B-NP I-NP B-PP B-NP B-PP B-NP B-NP B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	he	argue with	much eloquence and ingenuity
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4263	he	was sent to	Rome	2	3	3	6	6	7	0.6525968792707765	In 1604 he was sent to Rome as charg√ © d'affaires de France ; when Clement VIII died , he largely contributed by his eloquence to the election of Leo XI to the papal throne , and , on the death of Leo twenty-four days after , to the election of Paul V. While still at Rome he was made a cardinal , and in 1606 became archbishop of Sens.	IN CD PRP VBD VBN TO NNP IN NN IN NNS IN NNP : WRB NNP NNP VBD , PRP RB VBD IN PRP$ NN TO DT NN IN NNP NNP TO DT JJ NN , CC , IN DT NN IN NNP CD NNS IN , TO DT NN IN NNP NNP IN RB IN NNP PRP VBD VBN DT JJ , CC IN CD VBD NN IN NNP	B-PP B-NP B-NP B-VP I-VP B-PP B-NP B-PP B-NP B-PP B-NP B-PP B-NP O B-ADVP B-NP I-NP B-VP O B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O O O B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-ADJP O B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-ADVP B-PP B-NP B-NP B-VP I-VP B-NP I-NP O O B-PP B-NP B-VP B-NP I-NP I-NP	he	send to	rome
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4263	he	largely contributed by	his eloquence	19	20	20	23	23	25	0.03591253440487974	In 1604 he was sent to Rome as charg√ © d'affaires de France ; when Clement VIII died , he largely contributed by his eloquence to the election of Leo XI to the papal throne , and , on the death of Leo twenty-four days after , to the election of Paul V. While still at Rome he was made a cardinal , and in 1606 became archbishop of Sens.	IN CD PRP VBD VBN TO NNP IN NN IN NNS IN NNP : WRB NNP NNP VBD , PRP RB VBD IN PRP$ NN TO DT NN IN NNP NNP TO DT JJ NN , CC , IN DT NN IN NNP CD NNS IN , TO DT NN IN NNP NNP IN RB IN NNP PRP VBD VBN DT JJ , CC IN CD VBD NN IN NNP	B-PP B-NP B-NP B-VP I-VP B-PP B-NP B-PP B-NP B-PP B-NP B-PP B-NP O B-ADVP B-NP I-NP B-VP O B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O O O B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-ADJP O B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-ADVP B-PP B-NP B-NP B-VP I-VP B-NP I-NP O O B-PP B-NP B-VP B-NP I-NP I-NP	he	contribute by	his eloquence
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4263	he	was made	a cardinal	57	58	58	60	60	62	0.15330301345650915	In 1604 he was sent to Rome as charg√ © d'affaires de France ; when Clement VIII died , he largely contributed by his eloquence to the election of Leo XI to the papal throne , and , on the death of Leo twenty-four days after , to the election of Paul V. While still at Rome he was made a cardinal , and in 1606 became archbishop of Sens.	IN CD PRP VBD VBN TO NNP IN NN IN NNS IN NNP : WRB NNP NNP VBD , PRP RB VBD IN PRP$ NN TO DT NN IN NNP NNP TO DT JJ NN , CC , IN DT NN IN NNP CD NNS IN , TO DT NN IN NNP NNP IN RB IN NNP PRP VBD VBN DT JJ , CC IN CD VBD NN IN NNP	B-PP B-NP B-NP B-VP I-VP B-PP B-NP B-PP B-NP B-PP B-NP B-PP B-NP O B-ADVP B-NP I-NP B-VP O B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O O O B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-ADJP O B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-ADVP B-PP B-NP B-NP B-VP I-VP B-NP I-NP O O B-PP B-NP B-VP B-NP I-NP I-NP	he	make	a cardinal
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4263	1606	became archbishop of	Sens.	65	66	66	69	69	70	0.89585558587844	In 1604 he was sent to Rome as charg√ © d'affaires de France ; when Clement VIII died , he largely contributed by his eloquence to the election of Leo XI to the papal throne , and , on the death of Leo twenty-four days after , to the election of Paul V. While still at Rome he was made a cardinal , and in 1606 became archbishop of Sens.	IN CD PRP VBD VBN TO NNP IN NN IN NNS IN NNP : WRB NNP NNP VBD , PRP RB VBD IN PRP$ NN TO DT NN IN NNP NNP TO DT JJ NN , CC , IN DT NN IN NNP CD NNS IN , TO DT NN IN NNP NNP IN RB IN NNP PRP VBD VBN DT JJ , CC IN CD VBD NN IN NNP	B-PP B-NP B-NP B-VP I-VP B-PP B-NP B-PP B-NP B-PP B-NP B-PP B-NP O B-ADVP B-NP I-NP B-VP O B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O O O B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-ADJP O B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-ADVP B-PP B-NP B-NP B-VP I-VP B-NP I-NP O O B-PP B-NP B-VP B-NP I-NP I-NP	#	become archbishop of	sens.
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4264	he	took an active part in	the states-general of 1614	6	7	7	12	12	16	0.21694093194274944	After the death of Henry IV he took an active part in the states-general of 1614 , when he vigorously upheld the ultramontane doctrines against the Third Estate .	IN DT NN IN NNP NNP PRP VBD DT JJ NN IN DT JJ IN CD , WRB PRP RB VBD DT NN NNS IN DT NNP NNP .	B-PP B-NP I-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-ADVP B-NP B-ADVP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	he	take part in	the states-general of #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Davy Duperron.txt	4264	he	vigorously upheld	the ultramontane doctrines	18	19	19	21	21	24	0.1985207589311846	After the death of Henry IV he took an active part in the states-general of 1614 , when he vigorously upheld the ultramontane doctrines against the Third Estate .	IN DT NN IN NNP NNP PRP VBD DT JJ NN IN DT JJ IN CD , WRB PRP RB VBD DT NN NNS IN DT NNP NNP .	B-PP B-NP I-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-ADVP B-NP B-ADVP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	he	uphold	the ultramontane doctrines
