/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20503	Jake Rosholt	is	an American mixed martial artist	0	2	2	3	3	8	0.843908541236736	Jake Rosholt is an American mixed martial artist and former collegiate amateur wrestler .	NNP NNP VBZ DT JJ JJ JJ NN CC JJ JJ NN NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O	jake rosholt	be	an american mixed martial artist
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20516	Rosholt	defeated	The Ultimate Fighter 1 alumni Chris Leben	6	7	7	8	8	15	0.9059944442645228	In his second UFC fight , Rosholt defeated The Ultimate Fighter 1 alumni Chris Leben at UFC 102 .	IN PRP$ JJ NNP NN , NNP VBD DT NNP NNP CD NNS NNP NNP IN NNP CD .	B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O	rosholt	defeat	the ultimate fighter # alumni chris leben
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20517	He	won	the fight	0	1	1	2	2	4	0.3154313966713446	He won the fight after choking out Leben in round 3. Jake earned the $ 60,000 bonus for submission of the night .	PRP VBD DT NN IN VBG RP NNP IN VB DT NNP VBD DT $ CD NN IN NN IN DT NN .	B-NP B-VP B-NP I-NP B-PP B-VP B-PRT B-NP I-UCP B-VP B-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	he	win	the fight
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20517	Leben	round	3. Jake	7	8	9	10	10	12	0.2222097694776112	He won the fight after choking out Leben in round 3. Jake earned the $ 60,000 bonus for submission of the night .	PRP VBD DT NN IN VBG RP NNP IN VB DT NNP VBD DT $ CD NN IN NN IN DT NN .	B-NP B-VP B-NP I-NP B-PP B-VP B-PRT B-NP I-UCP B-VP B-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	leben	round	3. jake
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20517	3. Jake	earned	the $ 60,000 bonus	10	12	12	13	13	17	0.7270365554018569	He won the fight after choking out Leben in round 3. Jake earned the $ 60,000 bonus for submission of the night .	PRP VBD DT NN IN VBG RP NNP IN VB DT NNP VBD DT $ CD NN IN NN IN DT NN .	B-NP B-VP B-NP I-NP B-PP B-VP B-PRT B-NP I-UCP B-VP B-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	3. jake	earn	the $ # bonus
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20518	Rosholt	lost to	Kendall Grove	0	1	1	3	3	5	0.9616302355469732	Rosholt lost to Kendall Grove by submission on November 21 , 2009 at UFC 106 .	NNP VBD TO NNP NNP IN NN IN NNP CD , CD IN NNP CD .	B-NP B-VP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O	rosholt	lose to	kendall grove
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20519	Rosholt	was cut from	the UFC	4	5	5	8	8	10	0.9728099262732228	Following the loss , Rosholt was cut from the UFC with a record of 1–2 in the promotion .	VBG DT NN , NNP VBD VBN IN DT NNP IN DT NN IN CD IN DT NN .	B-VP B-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O	rosholt	cut from	the ufc
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20520	Rosholt	was set to face	UFC and MMA vet Jeremy Horn	0	1	1	5	5	11	0.9161511969976299	Rosholt was set to face UFC and MMA vet Jeremy Horn on April 16 on the " Bad Boys 2" card for King of the Cage , but the fight was canceled when Rosholt sustained a neck injury the day before the event .	NNP VBD VBN TO VB NNP CC NNP NN NNP NNP IN NNP CD IN DT `` JJ NNS JJ NN IN NNP IN DT NNP , CC DT NN VBD VBN WRB NNP VBD DT NN NN DT NN IN DT NN .	B-NP B-VP I-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O O B-NP I-NP B-VP I-VP B-ADVP B-NP B-VP B-NP I-NP I-NP B-NP I-NP B-PP B-NP I-NP O	rosholt	set to face	ufc and mma vet jeremy horn
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20520	Rosholt	sustained	a neck injury	33	34	34	35	35	38	0.5668741611162889	Rosholt was set to face UFC and MMA vet Jeremy Horn on April 16 on the " Bad Boys 2" card for King of the Cage , but the fight was canceled when Rosholt sustained a neck injury the day before the event .	NNP VBD VBN TO VB NNP CC NNP NN NNP NNP IN NNP CD IN DT `` JJ NNS JJ NN IN NNP IN DT NNP , CC DT NN VBD VBN WRB NNP VBD DT NN NN DT NN IN DT NN .	B-NP B-VP I-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O O B-NP I-NP B-VP I-VP B-ADVP B-NP B-VP B-NP I-NP I-NP B-NP I-NP B-PP B-NP I-NP O	rosholt	sustain	a neck injury
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20521	Rosholt	then faced	John Ott	0	1	1	3	3	5	0.9514442803565619	Rosholt then faced John Ott at Titan FC 18 on May 27 , 2011 .	NNP RB VBD NNP NNP IN NNP NNP CD IN NNP CD , CD .	B-NP B-ADVP B-VP B-NP I-NP B-PP B-NP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	rosholt	face	john ott
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20522	Rosholt	dominated most of	the fight	0	1	1	4	4	6	0.8366926442967716	Rosholt dominated most of the fight until he landed an illegal knee in the third round , resulting in a disqualification loss .	NNP VBD JJS IN DT NN IN PRP VBD DT JJ NN IN DT JJ NN , VBG IN DT NN NN .	B-NP B-VP B-NP I-NP I-NP I-NP B-SBAR B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-VP B-PP B-NP I-NP I-NP O	rosholt	dominate most of	the fight
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20522	he	landed	an illegal knee	7	8	8	9	9	12	0.2509319532888435	Rosholt dominated most of the fight until he landed an illegal knee in the third round , resulting in a disqualification loss .	NNP VBD JJS IN DT NN IN PRP VBD DT JJ NN IN DT JJ NN , VBG IN DT NN NN .	B-NP B-VP B-NP I-NP I-NP I-NP B-SBAR B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-VP B-PP B-NP I-NP I-NP O	he	land	an illegal knee
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20523	the Kansas Athletic Commission	announced	it	8	12	12	13	13	14	0.0019362758058578487	However , on June 21 , 2011 , the Kansas Athletic Commission announced it had overturned the ruling to a no-contest , stating that the knee was landed unintentionally .	RB , IN NNP CD , CD , DT NNP NNP NNP VBD PRP VBD VBN DT NN TO DT NN , VBG IN DT NN VBD VBN RB .	B-ADVP O B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-VP B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP O B-VP B-SBAR B-NP I-NP B-VP I-VP B-ADVP O	the kansas athletic commission	announce	it
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20523	it	had overturned	the ruling	13	14	14	16	16	18	0.0034159800529623197	However , on June 21 , 2011 , the Kansas Athletic Commission announced it had overturned the ruling to a no-contest , stating that the knee was landed unintentionally .	RB , IN NNP CD , CD , DT NNP NNP NNP VBD PRP VBD VBN DT NN TO DT NN , VBG IN DT NN VBD VBN RB .	B-ADVP O B-PP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-VP B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP O B-VP B-SBAR B-NP I-NP B-VP I-VP B-ADVP O	it	overturn	the ruling
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20524	Rosholt	then fought in	a rematch	0	1	1	4	4	6	0.7785592651849728	Rosholt then fought in a rematch against Matt Horwich at Shark Fights 17 : Horwich vs. Rosholt 2 on July 15 , 2011 .	NNP RB VBD IN DT NN IN NNP NNP IN NNP NNP CD : NNP FW NNP CD IN NNP CD , CD .	B-NP B-ADVP B-VP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP B-NP B-PP B-NP I-NP I-NP I-NP O	rosholt	fight in	a rematch
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20525	Horwich	defeated	Rosholt	5	6	6	7	7	8	0.9059944442645228	In their first fight , Horwich defeated Rosholt by TKO in the third round in November 2010 .	IN PRP$ JJ NN , NNP VBD NNP IN NNP IN DT JJ NN IN NNP CD .	B-PP B-NP I-NP I-NP O B-NP B-VP B-NP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O	horwich	defeat	rosholt
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20526	Rosholt	used	a more conservative strategy	4	5	5	6	6	10	0.7458239936821157	This time however , Rosholt used a more conservative strategy as he dominated every round on all three judges scorecards to win a unanimous decision .	DT NN RB , NNP VBD DT RBR JJ NN IN PRP VBD DT NN IN DT CD NNS NNS TO VB DT JJ NN .	B-NP I-NP B-ADVP O B-NP B-VP B-NP I-NP I-NP I-NP B-SBAR B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP O	rosholt	use	a more conservative strategy
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jake Rosholt.txt	20526	he	dominated	every round	11	12	12	13	13	15	0.2509319532888435	This time however , Rosholt used a more conservative strategy as he dominated every round on all three judges scorecards to win a unanimous decision .	DT NN RB , NNP VBD DT RBR JJ NN IN PRP VBD DT NN IN DT CD NNS NNS TO VB DT JJ NN .	B-NP I-NP B-ADVP O B-NP B-VP B-NP I-NP I-NP I-NP B-SBAR B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP O	he	dominate	every round
