/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8736	Jacques-Charles Dupont de l'Eure	was	a French lawyer and statesman	0	4	4	5	5	10	0.9999999999144422	Jacques-Charles Dupont de l'Eure was a French lawyer and statesman .	NNP NNP NNP NN VBD DT JJ NN CC NN .	B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O	jacques-charles dupont de l'eure	be	a french lawyer and statesman
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8743	He	was chosen as	one of the commissioners	0	1	1	4	4	8	0.13694070232994646	He was chosen as one of the commissioners to negotiate with the Coalition sovereigns .	PRP VBD VBN IN CD IN DT NNS TO VB IN DT NNP NNS .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP O	he	choose as	# of the commissioners
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8744	he	acted consistently with	the Liberal opposition	19	20	20	23	23	26	0.7745096095217728	From 1817 until 1849 he was , without interruption , a member of the chamber of deputies , and he acted consistently with the Liberal opposition , of which he was the virtual leader .	IN CD IN CD PRP VBD , IN NN , DT NN IN DT NN IN NNS , CC PRP VBD RB IN DT NNP NN , IN WDT PRP VBD DT JJ NN .	B-PP B-NP B-PP B-NP B-NP B-VP O B-PP B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-VP B-ADVP B-PP B-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP I-NP I-NP O	he	act with	the liberal opposition
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8744	he	was	the virtual leader	29	30	30	31	31	34	0.07334419136105874	From 1817 until 1849 he was , without interruption , a member of the chamber of deputies , and he acted consistently with the Liberal opposition , of which he was the virtual leader .	IN CD IN CD PRP VBD , IN NN , DT NN IN DT NN IN NNS , CC PRP VBD RB IN DT NNP NN , IN WDT PRP VBD DT JJ NN .	B-PP B-NP B-PP B-NP B-NP B-VP O B-PP B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-VP B-ADVP B-PP B-NP I-NP I-NP O B-PP B-NP B-NP B-VP B-NP I-NP I-NP O	he	be	the virtual leader
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8745	he	held office as	Minister of Justice	6	7	7	10	10	13	0.6069228990993081	For a few months in 1830 he held office as Minister of Justice , but , finding himself out of harmony with his colleagues , resigned before the end of the year and resumed his place in the opposition .	IN DT JJ NNS IN CD PRP VBD NN IN NNP IN NNP , CC , VBG PRP IN IN NN IN PRP$ NNS , VBD IN DT NN IN DT NN CC VBD PRP$ NN IN DT NN .	B-PP B-NP I-NP I-NP B-PP B-NP B-NP B-VP B-NP B-PP B-NP I-NP I-NP O O O B-VP B-NP B-PP B-PP B-NP B-PP B-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP O	he	hold office as	minister of justice
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8745	harmony	resigned before	the end of the year	20	21	25	27	27	32	0.7759044717547191	For a few months in 1830 he held office as Minister of Justice , but , finding himself out of harmony with his colleagues , resigned before the end of the year and resumed his place in the opposition .	IN DT JJ NNS IN CD PRP VBD NN IN NNP IN NNP , CC , VBG PRP IN IN NN IN PRP$ NNS , VBD IN DT NN IN DT NN CC VBD PRP$ NN IN DT NN .	B-PP B-NP I-NP I-NP B-PP B-NP B-NP B-VP B-NP B-PP B-NP I-NP I-NP O O O B-VP B-NP B-PP B-PP B-NP B-PP B-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP O	harmony	resign before	the end of the year
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8745	his colleagues	resumed his place in	the opposition	22	24	33	37	37	39	0.8587893676277838	For a few months in 1830 he held office as Minister of Justice , but , finding himself out of harmony with his colleagues , resigned before the end of the year and resumed his place in the opposition .	IN DT JJ NNS IN CD PRP VBD NN IN NNP IN NNP , CC , VBG PRP IN IN NN IN PRP$ NNS , VBD IN DT NN IN DT NN CC VBD PRP$ NN IN DT NN .	B-PP B-NP I-NP I-NP B-PP B-NP B-NP B-VP B-NP B-PP B-NP I-NP I-NP O O O B-VP B-NP B-PP B-PP B-NP B-PP B-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP O	his colleagues	resume place in	the opposition
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8746	Dupont de l'Eure	was made President of	the provisional assembly	6	9	9	13	13	16	0.8678620677213406	When the 1848 Revolution began , Dupont de l'Eure was made President of the provisional assembly , being its oldest member .	WRB DT CD NNP VBD , NNP NNP NN VBD VBN NNP IN DT JJ NN , VBG PRP$ JJS NN .	B-ADVP B-NP I-NP I-NP B-VP O B-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP I-NP O	dupont de l'eure	make president of	the provisional assembly
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8747	he	was made President of	the Provisional Government	5	6	6	10	10	13	0.6464225588303659	On the same day , he was made President of the Provisional Government , becoming France 's de facto Head of State .	IN DT JJ NN , PRP VBD VBN NNP IN DT NNP NNP , VBG NNP POS JJ JJ NN IN NNP .	B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	make president of	the provisional government
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8748	He	can therefore be considered as	France 's first Presidential Head of State	0	1	1	6	6	13	0.7838069965836796	He can therefore be considered as France 's first Presidential Head of State , though Louis-Napoléon Bonaparte , later in the same year , was the first to formally bear the title of President of the French Republic .	PRP MD RB VB VBN IN NNP POS JJ JJ NN IN NNP , IN NNP NNP , RB IN DT JJ NN , VBD DT JJ TO RB VB DT NN IN NNP IN DT NNP NNP .	B-NP B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-SBAR B-NP I-NP O B-ADVP B-PP B-NP I-NP I-NP O B-VP B-NP I-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	consider as	france 's first presidential head of state
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8748	Louis-Napoléon Bonaparte	was	the first	15	17	24	25	25	27	0.0270867263644649	He can therefore be considered as France 's first Presidential Head of State , though Louis-Napoléon Bonaparte , later in the same year , was the first to formally bear the title of President of the French Republic .	PRP MD RB VB VBN IN NNP POS JJ JJ NN IN NNP , IN NNP NNP , RB IN DT JJ NN , VBD DT JJ TO RB VB DT NN IN NNP IN DT NNP NNP .	B-NP B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-SBAR B-NP I-NP O B-ADVP B-PP B-NP I-NP I-NP O B-VP B-NP I-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	louis-napoléon bonaparte	be	the first
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8749	His prestige and popularity	prevented	the heterogeneous republican coalition	0	4	4	5	5	9	0.7288102224207654	His prestige and popularity prevented the heterogeneous republican coalition from having to immediately agree upon a common leader .	PRP$ NN CC NN VBD DT JJ JJ NN IN VBG TO RB VB IN DT JJ NN .	B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP O	his prestige and popularity	prevent	the heterogeneous republican coalition
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8750	Dupont de l'Eure	effectively delegated part of	his duties	6	9	9	13	13	15	0.27402958537670286	Due to his great age , Dupont de l'Eure effectively delegated part of his duties to Minister of Foreign Affairs Alphonse de Lamartine .	JJ TO PRP$ JJ NN , NNP NNP NN RB VBD NN IN PRP$ NNS TO NNP IN NNP NNP NNP IN NNP .	B-ADVP B-PP B-NP I-NP I-NP O B-NP I-NP I-NP B-ADVP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	dupont de l'eure	delegate part of	his duties
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8752	He	supported	Louis-Eugène Cavaignac	0	1	1	2	2	4	0.6424117868355332	He supported Louis-Eugène Cavaignac against Louis-Napoléon Bonaparte .	PRP VBD NNP NNP IN NNP NNP .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP O	he	support	louis-eugène cavaignac
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8753	he	retired from	public life	13	14	14	16	16	18	0.27698389568845455	In 1849 , having failed to secure his re-election to the chamber , he retired from public life .	IN CD , VBG VBN TO VB PRP$ NN TO DT NN , PRP VBD IN JJ NN .	B-PP B-NP O B-VP I-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP O B-NP B-VP B-PP B-NP I-NP O	he	retire from	public life
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8754	the many changes of his times	gained	him	10	16	16	17	17	18	0.1420347394697033	His consistency in defending the cause of constitutional liberalism throughout the many changes of his times gained him the respect of many of his countrymen , who referred to Dupont de l'Eure as " Aristides of the French tribune " .	PRP$ NN IN VBG DT NN IN JJ NN IN DT JJ NNS IN PRP$ NNS VBD PRP DT NN IN JJ IN PRP$ NNS , WP VBD TO NNP NNP NN IN `` NNS IN DT JJ NN '' .	B-NP I-NP B-PP B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	the many changes of his times	gain	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques-Charles Dupont de l'Eure.txt	8754	the respect of many of his countrymen	referred to	Dupont de l'Eure	18	25	27	29	29	32	0.5992712984878892	His consistency in defending the cause of constitutional liberalism throughout the many changes of his times gained him the respect of many of his countrymen , who referred to Dupont de l'Eure as " Aristides of the French tribune " .	PRP$ NN IN VBG DT NN IN JJ NN IN DT JJ NNS IN PRP$ NNS VBD PRP DT NN IN JJ IN PRP$ NNS , WP VBD TO NNP NNP NN IN `` NNS IN DT JJ NN '' .	B-NP I-NP B-PP B-VP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	the respect of many of his countrymen	refer to	dupont de l'eure
