/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	583	1470 )	was	an Italian painter	3	5	5	6	6	9	0.41837149755463804	1400 – c. 1470 ) was an Italian painter .	CD NN NN CD -RRB- VBD DT JJ NN .	B-NP I-NP I-NP B-NP I-NP B-VP B-NP I-NP I-NP O	# )	be	an italian painter
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	591	Madonna and Child	once attributed to	Gentile da Fabriano	7	10	16	19	19	22	0.9459826637170333	From c. 1430 is the panel with Madonna and Child , in the Accademia Carrara , once attributed to Gentile da Fabriano .	IN NN CD VBZ DT NN IN NNP CC NNP , IN DT NNP NNP , RB VBD TO NNP NN NNP .	B-PP B-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP O B-ADVP B-VP B-PP B-NP I-NP I-NP O	madonna and child	attribute to	gentile da fabriano
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	592	he	was at	the service of Leonello	7	8	8	10	10	14	0.04243309332221797	In 1441 , at Ferrara , where he was at the service of Leonello d'Este together with Leon Battista Alberti , he executed a portrait of that Marquess , now lost .	IN CD , IN NNP , WRB PRP VBD IN DT NN IN NNP VBP RB IN NNP NNP NNP , PRP VBD DT NN IN DT NNP , RB VBN .	B-PP B-NP O B-PP B-NP O B-ADVP B-NP B-VP B-PP B-NP I-NP I-NP I-NP B-VP B-ADVP B-PP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP I-VP O	he	be at	the service of leonello
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	592	he	executed	a portrait of that Marquess	21	22	22	23	23	28	0.6295719330029351	In 1441 , at Ferrara , where he was at the service of Leonello d'Este together with Leon Battista Alberti , he executed a portrait of that Marquess , now lost .	IN CD , IN NNP , WRB PRP VBD IN DT NN IN NNP VBP RB IN NNP NNP NNP , PRP VBD DT NN IN DT NNP , RB VBN .	B-PP B-NP O B-PP B-NP O B-ADVP B-NP B-VP B-PP B-NP I-NP I-NP I-NP B-VP B-ADVP B-PP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP I-VP O	he	execute	a portrait of that marquess
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	594	more modern , early Renaissance themes	is visible in	the Madonna	7	13	13	16	16	18	0.9509188085302309	The influence from Masolino da Panicale towards more modern , early Renaissance themes is visible in the Madonna with Child in the Pinacoteca di Brera : for the first time , perspective is present and the figure are more monumental .	DT NN IN NNP NN NN IN RBR JJ , JJ NNP NNS VBZ JJ IN DT NNP IN NNP IN DT NNP FW NNP : IN DT JJ NN , NN VBZ JJ CC DT NN VBP RBR JJ .	B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-ADJP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP I-NP I-NP O B-NP B-VP B-ADJP O B-NP I-NP B-VP B-ADJP I-ADJP O	more modern , early renaissance themes	be visible in	the madonna
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	595	he	contributed with	works	1	2	2	4	4	5	0.24031437775904013	Later he contributed with works now lost to the Venetian churches of San Giovanni Evangelista .	RB PRP VBD IN NNS RB VBN TO DT JJ NNS IN NNP NNP NNP .	B-ADVP B-NP B-VP B-PP B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	he	contribute with	works
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	596	1459	is a Madonna with	Blessing Child	1	2	2	6	6	8	0.9535940931711451	From 1459 is a Madonna with Blessing Child in the Gallerie dell'Accademia .	IN CD VBZ DT NNP IN NNP NNP IN DT NNP NN .	B-PP B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O	#	be madonna with	blessing child
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	597	he	sojourned in	Padua	1	2	2	4	4	5	0.4058212223200461	Later he sojourned in Padua , where he trained a young Andrea Mantegna in perspective and classicist themes and where , in 1460 , he finished a portrait of Erasmo Gattamelata , now lost .	RB PRP VBD IN NNP , WRB PRP VBD DT JJ NNP NNP IN NN CC NN NNS CC WRB , IN CD , PRP VBD DT NN IN NNP NNP , RB VBN .	B-ADVP B-NP B-VP B-PP B-NP O B-ADVP B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-ADVP O B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP I-VP O	he	sojourn in	padua
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	597	he	trained	a young Andrea Mantegna	7	8	8	9	9	13	0.4257538620352172	Later he sojourned in Padua , where he trained a young Andrea Mantegna in perspective and classicist themes and where , in 1460 , he finished a portrait of Erasmo Gattamelata , now lost .	RB PRP VBD IN NNP , WRB PRP VBD DT JJ NNP NNP IN NN CC NN NNS CC WRB , IN CD , PRP VBD DT NN IN NNP NNP , RB VBN .	B-ADVP B-NP B-VP B-PP B-NP O B-ADVP B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-ADVP O B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP I-VP O	he	train	a young andrea mantegna
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	597	he	finished	a portrait of Erasmo Gattamelata	24	25	25	26	26	31	0.6295719330029351	Later he sojourned in Padua , where he trained a young Andrea Mantegna in perspective and classicist themes and where , in 1460 , he finished a portrait of Erasmo Gattamelata , now lost .	RB PRP VBD IN NNP , WRB PRP VBD DT JJ NNP NNP IN NN CC NN NNS CC WRB , IN CD , PRP VBD DT NN IN NNP NNP , RB VBN .	B-ADVP B-NP B-VP B-PP B-NP O B-ADVP B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-ADVP O B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP I-VP O	he	finish	a portrait of erasmo gattamelata
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	599	his surviving sketch-books	show an interest in	landscape	8	11	11	15	15	16	0.7255145052418475	Few of his paintings still exist , but his surviving sketch-books show an interest in landscape and elaborate architectural design and are his most important legacy .	JJ IN PRP$ NNS RB VBP , CC PRP$ VBG NNS VBP DT NN IN NN CC JJ JJ NN CC VBP PRP$ RBS JJ NN .	B-NP I-NP I-NP I-NP B-ADVP B-VP O O B-NP I-NP I-NP B-VP B-NP I-NP B-PP B-NP O B-NP I-NP I-NP O B-VP B-NP I-NP I-NP I-NP O	his surviving sketch-books	show interest in	landscape
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacopo Bellini.txt	599	landscape	are	his most important legacy	15	16	21	22	22	26	0.6920654151728758	Few of his paintings still exist , but his surviving sketch-books show an interest in landscape and elaborate architectural design and are his most important legacy .	JJ IN PRP$ NNS RB VBP , CC PRP$ VBG NNS VBP DT NN IN NN CC JJ JJ NN CC VBP PRP$ RBS JJ NN .	B-NP I-NP I-NP I-NP B-ADVP B-VP O O B-NP I-NP I-NP B-VP B-NP I-NP B-PP B-NP O B-NP I-NP I-NP O B-VP B-NP I-NP I-NP I-NP O	landscape	be	his most important legacy
