/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6190	Jacques Lusseyran	was	a blind French author	0	2	2	3	3	7	0.874111709033325	Jacques Lusseyran was a blind French author and political activist .	NNP NNP VBD DT JJ JJ NN CC JJ NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP O	jacques lusseyran	be	a blind french author
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6197	a Resistance group	called	the Volunteers of Liberty	14	17	17	18	18	22	0.8665080387461868	In the spring of 1941 , at the age of 17 , Lusseyran formed a Resistance group called the Volunteers of Liberty with 52 other boys .	IN DT NN IN CD , IN DT NN IN CD , NNP VBD DT NN NN VBD DT NNS IN NNP IN CD JJ NNS .	B-PP B-NP I-NP I-NP I-NP O B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	a resistance group	call	the volunteers of liberty
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6198	He	was put in	charge of recruitment	0	1	1	4	4	7	0.9999999996112758	He was put in charge of recruitment .	PRP VBD VBN IN NN IN NN .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP O	he	put in	charge of recruitment
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6199	The group	later merged with	another Resistance group	0	2	2	5	5	8	0.24138709535555236	The group later merged with another Resistance group called Défense de la France .	DT NN RB VBD IN DT NN NN VBD NNP NNP NNP NNP .	B-NP I-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O	the group	merge with	another resistance group
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6199	another Resistance group	called	Défense de la France	5	8	8	9	9	13	0.9025209819808216	The group later merged with another Resistance group called Défense de la France .	DT NN RB VBD IN DT NN NN VBD NNP NNP NNP NNP .	B-NP I-NP B-ADVP B-VP B-PP B-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP O	another resistance group	call	défense de la france
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6200	he	participated in	a campaign	3	4	6	8	8	10	0.006390907293396881	In July 1943 he organized and participated in a campaign to drop pro-resistance leaflets on trains , and claimed to carry tear gas canisters to stop people from interfering , though he never used them .	IN NNP CD PRP VBD CC VBD IN DT NN TO VB JJ NNS IN NNS , CC VBD TO VB VB NN NNS TO VB NNS IN NN , IN PRP RB VBD PRP .	B-PP B-NP I-NP B-NP B-VP O B-VP B-PP B-NP I-NP B-VP I-VP B-NP I-NP B-PP B-NP O O B-VP I-VP I-VP I-VP B-NP I-NP B-VP I-VP B-NP B-PP B-NP O B-SBAR B-NP B-ADVP B-VP B-NP O	he	participate in	a campaign
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6200	he	never used	them	31	32	32	34	34	35	0.0036447600748122384	In July 1943 he organized and participated in a campaign to drop pro-resistance leaflets on trains , and claimed to carry tear gas canisters to stop people from interfering , though he never used them .	IN NNP CD PRP VBD CC VBD IN DT NN TO VB JJ NNS IN NNS , CC VBD TO VB VB NN NNS TO VB NNS IN NN , IN PRP RB VBD PRP .	B-PP B-NP I-NP B-NP B-VP O B-VP B-PP B-NP I-NP B-VP I-VP B-NP I-NP B-PP B-NP O O B-VP I-VP I-VP I-VP B-NP I-NP B-VP I-VP B-NP B-PP B-NP O B-SBAR B-NP B-ADVP B-VP B-NP O	he	use	them
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6201	Lusseyran	was arrested by	the Gestapo	6	7	7	10	10	12	0.9867457024251204	On July 20 , 1943 , Lusseyran was arrested by the Gestapo , betrayed by a member of his resistance group .	IN NNP CD , CD , NNP VBD VBN IN DT NNP , VBN IN DT NN IN PRP$ NN NN .	B-PP B-NP I-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	lusseyran	arrest by	the gestapo
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6202	His knowledge of German	understand more of	the situation	0	4	6	9	9	11	0.38663706459786457	His knowledge of German helped him understand more of the situation than most French prisoners .	PRP$ NN IN JJ VBD PRP VB JJR IN DT NN IN JJS JJ NNS .	B-NP I-NP I-NP I-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	his knowledge of german	understand more of	the situation
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6203	He	was sent to	Buchenwald	0	1	1	4	4	5	0.8950688288356162	He was sent to Buchenwald with 2000 other French citizens , where , because he was blind , he did not have to participate in forced labor as most other prisoners did .	PRP VBD VBN TO NNP IN CD JJ JJ NNS , WRB , IN PRP VBD JJ , PRP VBD RB VB TO VB IN VBN NN IN RBS JJ NNS VBD .	B-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP O B-ADVP O B-SBAR B-NP B-VP B-ADJP O B-NP B-VP I-VP I-VP I-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-VP O	he	send to	buchenwald
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6204	he	met some of	them	14	15	15	18	18	19	0.028188229997903737	Soon most of his childhood friends and fellow resistance operatives were arrested , and he met some of them in the concentration camp .	RB JJS IN PRP$ NN NNS CC NN NN NNS VBD VBN , CC PRP VBD DT IN PRP IN DT NN NN .	B-ADVP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP I-VP O O B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	he	meet of	them
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6205	Lusseyran	helped to motivate	a spirit of resistance	0	1	1	4	4	8	0.4957851181300056	Lusseyran helped to motivate a spirit of resistance within the camp , particularly within the French and German prisoners .	NNP VBD TO VB DT NN IN NN IN DT NN , RB IN DT JJ CC JJ NNS .	B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP O B-ADVP B-PP B-NP I-NP I-NP I-NP I-NP O	lusseyran	help to motivate	a spirit of resistance
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6207	Many of his friends	had died during	the course of the war	0	4	4	7	7	12	0.9633043775627884	Many of his friends had died during the course of the war , including Jean .	JJ IN PRP$ NNS VBD VBN IN DT NN IN DT NN , VBG NNP .	B-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP O	many of his friends	die during	the course of the war
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6208	Lusseyran	taught French literature in	the United States	4	5	5	9	9	12	0.9379518584844365	After the war , Lusseyran taught French literature in the United States and wrote books , including the autobiographical And There Was Light , which chronicles the first 20 years of his life .	IN DT NN , NNP VBD JJ NN IN DT NNP NNPS CC VBD NNS , VBG DT JJ CC EX VBD NNP , WDT VBZ DT JJ CD NNS IN PRP$ NN .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-VP B-NP O B-PP B-NP I-NP O B-NP B-VP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	lusseyran	teach literature in	the united states
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6208	French literature	wrote	books	6	8	13	14	14	15	0.08454758761869621	After the war , Lusseyran taught French literature in the United States and wrote books , including the autobiographical And There Was Light , which chronicles the first 20 years of his life .	IN DT NN , NNP VBD JJ NN IN DT NNP NNPS CC VBD NNS , VBG DT JJ CC EX VBD NNP , WDT VBZ DT JJ CD NNS IN PRP$ NN .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-VP B-NP O B-PP B-NP I-NP O B-NP B-VP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	french literature	write	books
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6208	Light	chronicles	the first 20 years of his life	22	23	25	26	26	33	0.24767509194099885	After the war , Lusseyran taught French literature in the United States and wrote books , including the autobiographical And There Was Light , which chronicles the first 20 years of his life .	IN DT NN , NNP VBD JJ NN IN DT NNP NNPS CC VBD NNS , VBG DT JJ CC EX VBD NNP , WDT VBZ DT JJ CD NNS IN PRP$ NN .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-VP B-NP O B-PP B-NP I-NP O B-NP B-VP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	light	chronicle	the first # years of his life
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6209	He	died together with	his third wife Marie	0	1	1	4	4	8	0.8786881692157057	He died together with his third wife Marie in a car accident in France on July 27 , 1971 .	PRP VBD RB IN PRP$ JJ NN NNP IN DT NN NN IN NNP IN NNP CD , CD .	B-NP B-VP B-ADVP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP O	he	die with	his third wife marie
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Lusseyran.txt	6210	He	is survived by	his four children	0	1	1	4	4	7	0.9999999997626807	He is survived by his four children .	PRP VBZ VBN IN PRP$ CD NNS .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP O	he	survive by	his # children
